# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(mag(U)))
291           	7.865021e-01
291.2         	7.865021e-01
291.4         	7.865021e-01
291.6         	7.865021e-01
291.8         	7.865021e-01
292           	7.864474e-01
292.2         	7.864474e-01
292.4         	7.864474e-01
292.6         	7.864474e-01
292.8         	7.864474e-01
293           	7.863923e-01
293.2         	7.863923e-01
293.4         	7.863923e-01
293.6         	7.863923e-01
293.8         	7.863923e-01
294           	7.863368e-01
294.2         	7.863368e-01
294.4         	7.863368e-01
294.6         	7.863368e-01
294.8         	7.863368e-01
295           	7.862817e-01
295.2         	7.862817e-01
295.4         	7.862817e-01
295.6         	7.862817e-01
295.8         	7.862817e-01
296           	7.862277e-01
296.2         	7.862277e-01
296.4         	7.862277e-01
296.6         	7.862277e-01
296.8         	7.862277e-01
297           	7.861751e-01
297.2         	7.861751e-01
297.4         	7.861751e-01
297.6         	7.861751e-01
297.8         	7.861751e-01
298           	7.861240e-01
298.2         	7.861240e-01
298.4         	7.861240e-01
298.6         	7.861240e-01
298.8         	7.861240e-01
299           	7.860743e-01
299.2         	7.860743e-01
299.4         	7.860743e-01
299.6         	7.860743e-01
299.8         	7.860743e-01
300           	7.860257e-01
