# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(p))
200           	2.436398e-01
200.2         	2.436398e-01
200.4         	2.436398e-01
200.6         	2.436398e-01
200.8         	2.436398e-01
201           	2.438345e-01
201.2         	2.438345e-01
201.4         	2.438345e-01
201.6         	2.438345e-01
201.8         	2.438345e-01
202           	2.440053e-01
202.2         	2.440053e-01
202.4         	2.440053e-01
202.6         	2.440053e-01
202.8         	2.440053e-01
203           	2.441755e-01
203.2         	2.441755e-01
203.4         	2.441755e-01
203.6         	2.441755e-01
203.8         	2.441755e-01
204           	2.443677e-01
204.2         	2.443677e-01
204.4         	2.443677e-01
204.6         	2.443677e-01
204.8         	2.443677e-01
205           	2.445711e-01
205.2         	2.445711e-01
205.4         	2.445711e-01
205.6         	2.445711e-01
205.8         	2.445711e-01
206           	2.447747e-01
206.2         	2.447747e-01
206.4         	2.447747e-01
206.6         	2.447747e-01
206.8         	2.447747e-01
207           	2.449905e-01
207.2         	2.449905e-01
207.4         	2.449905e-01
207.6         	2.449905e-01
207.8         	2.449905e-01
208           	2.452148e-01
208.2         	2.452148e-01
208.4         	2.452148e-01
208.6         	2.452148e-01
208.8         	2.452148e-01
209           	2.454628e-01
209.2         	2.454628e-01
209.4         	2.454628e-01
209.6         	2.454628e-01
209.8         	2.454628e-01
210           	2.456964e-01
210.2         	2.456964e-01
210.4         	2.456964e-01
210.6         	2.456964e-01
210.8         	2.456964e-01
211           	2.461497e-01
211.2         	2.461497e-01
211.4         	2.461497e-01
211.6         	2.461497e-01
211.8         	2.461497e-01
212           	2.462558e-01
212.2         	2.462558e-01
212.4         	2.462558e-01
212.6         	2.462558e-01
212.8         	2.462558e-01
213           	2.465545e-01
213.2         	2.465545e-01
213.4         	2.465545e-01
213.6         	2.465545e-01
213.8         	2.465545e-01
214           	2.468598e-01
214.2         	2.468598e-01
214.4         	2.468598e-01
214.6         	2.468598e-01
214.8         	2.468598e-01
215           	2.471555e-01
215.2         	2.471555e-01
215.4         	2.471555e-01
215.6         	2.471555e-01
215.8         	2.471555e-01
216           	2.474499e-01
216.2         	2.474499e-01
216.4         	2.474499e-01
216.6         	2.474499e-01
216.8         	2.474499e-01
217           	2.477410e-01
217.2         	2.477410e-01
217.4         	2.477410e-01
217.6         	2.477410e-01
217.8         	2.477410e-01
218           	2.480354e-01
218.2         	2.480354e-01
218.4         	2.480354e-01
218.6         	2.480354e-01
218.8         	2.480354e-01
219           	2.482905e-01
219.2         	2.482905e-01
219.4         	2.482905e-01
219.6         	2.482905e-01
219.8         	2.482905e-01
220           	2.485377e-01
220.2         	2.485377e-01
220.4         	2.485377e-01
220.6         	2.485377e-01
220.8         	2.485377e-01
221           	2.487414e-01
221.2         	2.487414e-01
221.4         	2.487414e-01
221.6         	2.487414e-01
221.8         	2.487414e-01
222           	2.489232e-01
222.2         	2.489232e-01
222.4         	2.489232e-01
222.6         	2.489232e-01
222.8         	2.489232e-01
223           	2.490834e-01
223.2         	2.490834e-01
223.4         	2.490834e-01
223.6         	2.490834e-01
223.8         	2.490834e-01
224           	2.492191e-01
224.2         	2.492191e-01
224.4         	2.492191e-01
224.6         	2.492191e-01
224.8         	2.492191e-01
225           	2.493351e-01
225.2         	2.493351e-01
225.4         	2.493351e-01
225.6         	2.493351e-01
225.8         	2.493351e-01
226           	2.494438e-01
226.2         	2.494438e-01
226.4         	2.494438e-01
226.6         	2.494438e-01
226.8         	2.494438e-01
227           	2.495450e-01
227.2         	2.495450e-01
227.4         	2.495450e-01
227.6         	2.495450e-01
227.8         	2.495450e-01
228           	2.496460e-01
228.2         	2.496460e-01
228.4         	2.496460e-01
228.6         	2.496460e-01
228.8         	2.496460e-01
229           	2.497535e-01
229.2         	2.497535e-01
229.4         	2.497535e-01
229.6         	2.497535e-01
229.8         	2.497535e-01
230           	2.498649e-01
230.2         	2.498649e-01
230.4         	2.498649e-01
230.6         	2.498649e-01
230.8         	2.498649e-01
