#      distance         UMean_x         UMean_y         UMean_z
      1.0050251      0.99999984  -2.3017568e-05  -1.2112656e-06
      2.0100503      0.99999874   0.00011107869   3.0650629e-05
      3.0150754      0.99999804   2.9505691e-05   2.2845213e-05
      4.0201005      0.99999788  -5.0288614e-05   1.9877572e-05
      5.0251256      0.99998973  -0.00013980337   6.4329308e-05
      6.0301508      0.99997652   3.4756919e-05   4.3232777e-05
      7.0351759      0.99996192   0.00017050313    4.750998e-06
       8.040201      0.99994838   8.7354011e-05  -2.6475434e-05
      9.0452261      0.99993982   0.00035177043  -1.1784041e-05
      10.050251      0.99992078   0.00034510854  -1.0806237e-05
      11.055276      0.99988926   5.2878985e-05  -1.8536996e-05
      12.060302       0.9998587   0.00030015544  -2.9513511e-05
      13.065327      0.99982976    0.0003399465  -1.7507464e-05
      14.070352      0.99979848   0.00029779588   6.4560484e-06
      15.075377      0.99976016   0.00036107114   3.1789467e-05
      16.080402      0.99971683   0.00030228662   2.4102615e-05
      17.085427      0.99968499   0.00041452493   3.9342807e-05
      18.090452      0.99964958   0.00061170428   5.2688229e-05
      19.095477      0.99959322   0.00029907654   8.3644075e-05
      20.100503        0.999546   0.00056578836   9.2736176e-06
      21.105528      0.99947499   0.00074375268  -8.1180199e-05
      22.110553      0.99943377   0.00043334708  -3.6813496e-05
      23.115578      0.99939236   4.8903433e-07  -4.5198353e-06
      24.120603      0.99931244  -0.00027349019   6.3062684e-05
      25.125628      0.99926336  -0.00011992099   1.7038667e-05
      26.130653       0.9992166  -0.00040491878   2.3853981e-05
      27.135678      0.99907979  -0.00014669354  -1.6385861e-05
      28.140704      0.99901319   0.00039681039   2.2123959e-05
      29.145729      0.99895115   0.00069926073   6.2754716e-05
      30.150754      0.99885051   0.00039388547   2.4414405e-05
      31.155779       0.9987698   0.00013722021  -6.5245984e-05
      32.160804      0.99865095  -0.00021678532  -9.9680974e-05
      33.165829      0.99852428   0.00055726535  -7.3845023e-05
      34.170854      0.99840084   0.00084326104  -0.00010578185
      35.175879      0.99825214   0.00060010206  -0.00010169239
      36.180905      0.99812766   0.00060588335  -7.3112723e-05
       37.18593      0.99797282     0.001169461   -0.0001199909
      38.190955      0.99782553    0.0016480519  -0.00011479821
       39.19598      0.99761097    0.0017394543  -0.00032998256
      40.201005      0.99754032   0.00048901352  -0.00015737628
       41.20603      0.99741525   0.00053806782   1.1084604e-05
      42.211055      0.99719115    0.0010368084   6.4814293e-05
       43.21608      0.99697528    0.0016953479   8.0594975e-05
      44.221106      0.99678453   0.00094708715   0.00010135612
      45.226131      0.99665404   0.00080129052    3.305421e-05
      46.231156      0.99647942   0.00055139314  -0.00014227121
      47.236181      0.99627571    0.0013717766  -0.00013054262
      48.241206      0.99593343    0.0012058024  -4.6780986e-05
      49.246231       0.9956459    0.0014676356   8.2882125e-05
      50.251256      0.99542727    0.0017510651  -5.8194386e-05
      51.256281      0.99527121    0.0031186733   7.4108909e-05
      52.261307      0.99487326     0.002834444   0.00033376237
      53.266332      0.99444921     0.002376072   1.8039729e-05
      54.271357      0.99420967   0.00053739429  -0.00060732975
      55.276382      0.99392052    0.0026513287    -0.000133883
      56.281407       0.9935826    0.0036470229     0.000273143
      57.286432      0.99291079    0.0042267232  -0.00014607512
      58.291457      0.99267536    0.0047785625  -6.4638998e-05
      59.296482      0.99244201    0.0053166983  -3.9010461e-06
      60.301508      0.99166203    0.0033379251   0.00017938196
      61.306533      0.99100858    0.0022242127   -0.0014649804
      62.311558      0.99065752     0.003309963   0.00073687385
      63.316583      0.99009832    0.0029389818    0.0022784783
      64.321608      0.98945861    0.0045907699     0.001742688
      65.326633      0.98867037    0.0057555222   0.00028369004
      66.331658       0.9881588     0.004591332   0.00064541488
      67.336683      0.98766574    0.0040733825   0.00052764293
      68.341709       0.9868072    0.0026446477   0.00048226905
      69.346734       0.9859692   0.00094806105   9.3072591e-05
      70.351759      0.98510669    0.0033939301   0.00065907405
      71.356784      0.98423275    0.0012897103  -0.00072647784
      72.361809      0.98317458    0.0034495932   0.00083852576
      73.366834      0.98245439    0.0056387589   0.00091709593
      74.371859      0.98170325    0.0091058333   -0.0015679186
      75.376884       0.9797143    0.0062736336   0.00023173462
       76.38191      0.97833599    0.0069794908   0.00038205425
      77.386935      0.97698276    0.0081385689   0.00013763203
       78.39196      0.97547171    0.0096781203  -3.4714686e-06
      79.396985      0.97376055     0.010841894   4.2068363e-05
       80.40201       0.9718362     0.012140104   0.00014730957
      81.407035      0.96970657     0.013673806   0.00015690876
       82.41206      0.96744255     0.015507358   0.00019762966
      83.417085      0.96494751     0.017666722   0.00027515692
      84.422111      0.96226068     0.020261154   0.00033731347
      85.427136      0.95930988     0.023383308   0.00038884361
      86.432161      0.95618376     0.027145788   0.00042874701
      87.437186       0.9528151      0.03173452   0.00055295842
      88.442211      0.94935579     0.037383362   0.00068588525
      89.447236      0.94578609     0.044411039   0.00081111308
      90.452261      0.94241792     0.053088407   0.00088043511
      91.457286      0.93926438     0.064068346    0.0010845817
      92.462312       0.9370894      0.07866952    0.0013031501
      93.467337      0.93797875     0.099919211    0.0021280326
      94.472362      0.95347403       0.1310914    0.0026995264
      95.477387       1.0030495      0.14543778      0.00276893
      96.482412        1.047407     0.083681796     0.002325776
      97.487437      0.98512797      0.01441766    0.0015977791
      98.492462      0.85403844  -0.00051964739    0.0043782031
      99.497487    0.0043209451     0.014309091   -0.0095112043


      100.50251  -0.00058096321    -0.039739987    0.0023998318
      101.50754   -0.0010514495      0.14100363   -0.0080111526
      102.51256      0.28542602      0.10519516   0.00011088243
      103.51759       0.5037936      0.12514311   0.00080914448
      104.52261      0.70778666      0.10809989    0.0066533435
      105.52764      0.78693067     0.048064413    0.0019974866
      106.53266      0.77406171    0.0042602414   -0.0014386858
      107.53769       0.7139999   -0.0045322677   -0.0029825658
      108.54271      0.67550459   -0.0061047811    0.0013794718
      109.54774       0.6517933    -0.008271745    0.0044710813
      110.55276      0.63779891   -0.0092644152    0.0068818289
      111.55779       0.6304345   -0.0096331833    0.0071528958
      112.56281      0.62824026   -0.0078058973    0.0062580825
      113.56784      0.62910016   -0.0063293953    0.0067901431
      114.57286      0.63435318   -0.0047043762    0.0055487905
      115.57789      0.64125683   -0.0021375847    0.0035267105
      116.58291      0.64953299    0.0007729442    0.0024838119
      117.58794      0.65675236    0.0035400581     0.002190606
      118.59296      0.66434948    0.0053184948    0.0020515719
      119.59799      0.67182479    0.0051573675    0.0011247072
      120.60302      0.67946429    0.0036764476   0.00053845716
      121.60804      0.68743039    0.0018010464   -0.0005395812
      122.61307      0.69487531  -0.00010455518  -0.00041530724
      123.61809      0.70208035   -0.0015952191    0.0002621353
      124.62312      0.70885346   -0.0027920092   0.00042974385
      125.62814      0.71439285   -0.0035194748   0.00060907729
      126.63317      0.71906016   -0.0040959362   -0.0001314739
      127.63819      0.72310086   -0.0046473875   -0.0010917134
      128.64322      0.72707481   -0.0052735124   -0.0020671977
      129.64824      0.73146639   -0.0064874799   -0.0025652444
      130.65327      0.73628661   -0.0079894376    -0.002366172
      131.65829       0.7411862    -0.009718694   -0.0023427765
      132.66332      0.74643505    -0.011364485   -0.0027017786
      133.66834      0.75187568    -0.012961231   -0.0033564073
      134.67337      0.75708006    -0.014735489   -0.0043163895
      135.67839      0.76167578    -0.016131992   -0.0050934672
      136.68342      0.76562478    -0.017016956   -0.0055311341
      137.68844      0.76917193    -0.017945027   -0.0057192384
      138.69347      0.77253366    -0.018701197   -0.0053836026
      139.69849      0.77564571    -0.018868132   -0.0050088025
      140.70352      0.77849606    -0.018569846   -0.0048570018
      141.70854      0.78105398    -0.018543613   -0.0047490654
      142.71357      0.78335606     -0.01882087    -0.004367427
      143.71859      0.78534776      -0.0193643   -0.0037466422
      144.72362      0.78730683    -0.019555308   -0.0031824567
      145.72864      0.78947458    -0.019355992   -0.0026876277
      146.73367      0.79174685     -0.01917606   -0.0022040675
      147.73869      0.79424766    -0.019074623   -0.0014142059
      148.74372      0.79675276    -0.018792045  -0.00063234879
      149.74874      0.79918578    -0.018314816  -0.00018357042
      150.75377      0.80140475     -0.01783582   0.00014016063
      151.75879      0.80371355    -0.017370977   0.00018709458
      152.76382      0.80615838    -0.017008443   0.00013010166
      153.76884       0.8085883     -0.01657427   0.00023721388
      154.77387      0.81097965    -0.015609356     0.000190643
      155.77889       0.8129614    -0.014640455   0.00033369566
      156.78392      0.81474554    -0.013832387   0.00032088804
      157.78894      0.81604283    -0.013252554   0.00017525334
      158.79397      0.81733686    -0.012496232   6.5140743e-05
      159.79899      0.81876134    -0.012124815   6.5314798e-05
      160.80402      0.82045954    -0.012085391   -7.285914e-06
      161.80905      0.82233716    -0.012079264   0.00017693385
      162.81407      0.82459498     -0.01226746   0.00037577403
       163.8191      0.82679468    -0.012442416   0.00076448322
      164.82412      0.82879367    -0.012411186    0.0011916051
      165.82915      0.83056604    -0.012467513    0.0015643403
      166.83417      0.83216045    -0.012653311    0.0020404573
       167.8392      0.83351148    -0.012515135    0.0023718643
      168.84422      0.83467918     -0.01225954    0.0027169701
      169.84925      0.83584312    -0.012102917    0.0030865475
      170.85427      0.83684727    -0.012014597    0.0034783529
       171.8593       0.8377085    -0.011857973    0.0037180483
      172.86432      0.83824856    -0.011596041    0.0038476952
      173.86935      0.83881788    -0.011454875    0.0039186531
      174.87437      0.83924848    -0.011140178    0.0040313705
       175.8794      0.83979149     -0.01076886    0.0042673576
      176.88442      0.84091906    -0.010646886    0.0044393857
      177.88945      0.84250032    -0.010689438    0.0045664331
