# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(mag(U)))
249.2         	7.890395e-01
249.4         	7.890395e-01
249.6         	7.890395e-01
249.8         	7.890395e-01
250           	7.889658e-01
250.2         	7.889658e-01
250.4         	7.889658e-01
250.6         	7.889658e-01
250.8         	7.889658e-01
251           	7.888910e-01
251.2         	7.888910e-01
251.4         	7.888910e-01
251.6         	7.888910e-01
251.8         	7.888910e-01
252           	7.888166e-01
252.2         	7.888166e-01
252.4         	7.888166e-01
252.6         	7.888166e-01
252.8         	7.888166e-01
253           	7.887429e-01
253.2         	7.887429e-01
253.4         	7.887429e-01
253.6         	7.887429e-01
253.8         	7.887429e-01
254           	7.886712e-01
254.2         	7.886712e-01
254.4         	7.886712e-01
254.6         	7.886712e-01
254.8         	7.886712e-01
255           	7.886032e-01
255.2         	7.886032e-01
255.4         	7.886032e-01
255.6         	7.886032e-01
255.8         	7.886032e-01
256           	7.885401e-01
256.2         	7.885401e-01
256.4         	7.885401e-01
256.6         	7.885401e-01
256.8         	7.885401e-01
257           	7.884828e-01
257.2         	7.884828e-01
257.4         	7.884828e-01
257.6         	7.884828e-01
257.8         	7.884828e-01
258           	7.884307e-01
258.2         	7.884307e-01
258.4         	7.884307e-01
258.6         	7.884307e-01
258.8         	7.884307e-01
259           	7.883829e-01
259.2         	7.883829e-01
259.4         	7.883829e-01
259.6         	7.883829e-01
259.8         	7.883829e-01
260           	7.883384e-01
260.2         	7.883384e-01
260.4         	7.883384e-01
260.6         	7.883384e-01
260.8         	7.883384e-01
261           	7.882955e-01
261.2         	7.882955e-01
261.4         	7.882955e-01
261.6         	7.882955e-01
261.8         	7.882955e-01
262           	7.882528e-01
262.2         	7.882528e-01
262.4         	7.882528e-01
262.6         	7.882528e-01
262.8         	7.882528e-01
263           	7.882083e-01
263.2         	7.882083e-01
263.4         	7.882083e-01
263.6         	7.882083e-01
263.8         	7.882083e-01
264           	7.881605e-01
264.2         	7.881605e-01
264.4         	7.881605e-01
264.6         	7.881605e-01
264.8         	7.881605e-01
265           	7.881088e-01
265.2         	7.881088e-01
265.4         	7.881088e-01
265.6         	7.881088e-01
265.8         	7.881088e-01
266           	7.880538e-01
266.2         	7.880538e-01
266.4         	7.880538e-01
266.6         	7.880538e-01
266.8         	7.880538e-01
267           	7.879982e-01
267.2         	7.879982e-01
267.4         	7.879982e-01
267.6         	7.879982e-01
267.8         	7.879982e-01
268           	7.879439e-01
268.2         	7.879439e-01
268.4         	7.879439e-01
268.6         	7.879439e-01
268.8         	7.879439e-01
269           	7.878909e-01
269.2         	7.878909e-01
269.4         	7.878909e-01
269.6         	7.878909e-01
269.8         	7.878909e-01
270           	7.878387e-01
270.2         	7.878387e-01
270.4         	7.878387e-01
270.6         	7.878387e-01
270.8         	7.878387e-01
271           	7.877858e-01
271.2         	7.877858e-01
271.4         	7.877858e-01
271.6         	7.877858e-01
271.8         	7.877858e-01
272           	7.877310e-01
272.2         	7.877310e-01
272.4         	7.877310e-01
272.6         	7.877310e-01
272.8         	7.877310e-01
273           	7.876739e-01
273.2         	7.876739e-01
273.4         	7.876739e-01
273.6         	7.876739e-01
273.8         	7.876739e-01
274           	7.876146e-01
274.2         	7.876146e-01
274.4         	7.876146e-01
274.6         	7.876146e-01
274.8         	7.876146e-01
275           	7.875535e-01
275.2         	7.875535e-01
275.4         	7.875535e-01
275.6         	7.875535e-01
275.8         	7.875535e-01
276           	7.874917e-01
276.2         	7.874917e-01
276.4         	7.874917e-01
276.6         	7.874917e-01
276.8         	7.874917e-01
277           	7.874294e-01
277.2         	7.874294e-01
277.4         	7.874294e-01
277.6         	7.874294e-01
277.8         	7.874294e-01
278           	7.873669e-01
278.2         	7.873669e-01
278.4         	7.873669e-01
278.6         	7.873669e-01
278.8         	7.873669e-01
279           	7.873035e-01
279.2         	7.873035e-01
279.4         	7.873035e-01
279.6         	7.873035e-01
279.8         	7.873035e-01
280           	7.872386e-01
280.2         	7.872386e-01
280.4         	7.872386e-01
280.6         	7.872386e-01
280.8         	7.872386e-01
281           	7.871709e-01
281.2         	7.871709e-01
281.4         	7.871709e-01
281.6         	7.871709e-01
281.8         	7.871709e-01
282           	7.871006e-01
282.2         	7.871006e-01
282.4         	7.871006e-01
282.6         	7.871006e-01
282.8         	7.871006e-01
283           	7.870276e-01
283.2         	7.870276e-01
283.4         	7.870276e-01
283.6         	7.870276e-01
283.8         	7.870276e-01
284           	7.869523e-01
284.2         	7.869523e-01
284.4         	7.869523e-01
284.6         	7.869523e-01
284.8         	7.869523e-01
285           	7.868767e-01
285.2         	7.868767e-01
285.4         	7.868767e-01
285.6         	7.868767e-01
285.8         	7.868767e-01
286           	7.868035e-01
286.2         	7.868035e-01
286.4         	7.868035e-01
286.6         	7.868035e-01
286.8         	7.868035e-01
287           	7.867344e-01
287.2         	7.867344e-01
287.4         	7.867344e-01
287.6         	7.867344e-01
287.8         	7.867344e-01
288           	7.866706e-01
288.2         	7.866706e-01
288.4         	7.866706e-01
288.6         	7.866706e-01
288.8         	7.866706e-01
289           	7.866119e-01
289.2         	7.866119e-01
289.4         	7.866119e-01
289.6         	7.866119e-01
289.8         	7.866119e-01
290           	7.865565e-01
290.2         	7.865565e-01
290.4         	7.865565e-01
290.6         	7.865565e-01
290.8         	7.865565e-01
291           	7.865021e-01
291.2         	7.865021e-01
291.4         	7.865021e-01
291.6         	7.865021e-01
291.8         	7.865021e-01
