#      distance     vorticity_x     vorticity_y     vorticity_z
      1.0050251   3.6878955e-05   9.2989782e-07   1.2238059e-05
      2.0100503   0.00016576238   3.1749492e-06   1.8377833e-05
      3.0150754   0.00043123475   2.6653919e-06  -2.2877229e-05
      4.0201005   0.00017719716   2.1917027e-05    4.814025e-06
      5.0251256    0.0001986239   1.6406876e-05   6.5460455e-05
      6.0301508   0.00022954741   7.1209543e-06   8.8664318e-05
      7.0351759   0.00057722545  -2.2843179e-05   0.00013733754
       8.040201   0.00073731822  -4.6453324e-05  -2.6415069e-05
      9.0452261   0.00040353855  -2.3713916e-05  -7.2048018e-05
      10.050251    1.126814e-05   3.0968861e-05  -2.4267846e-05
      11.055276   0.00015159952   3.5283577e-05   1.5783106e-05
      12.060302   0.00013835282   5.5946305e-05   7.2786696e-05
      13.065327   0.00049665011   -7.043532e-06   2.8979266e-05
      14.070352   0.00069495943   -1.832799e-05  -1.8938052e-06
      15.075377   0.00087787926   9.3275482e-07  -2.7132211e-05
      16.080402   0.00088790638   5.2455027e-05  -3.3537745e-05
      17.085427   0.00086445399   5.1486323e-05  -3.6942688e-05
      18.090452   0.00089498078  -4.7581912e-05   0.00010441666
      19.095477   0.00081740845  -0.00011656505   0.00016824859
      20.100503    0.0008762559  -0.00010135765   0.00019608457
      21.105528      0.00132272  -9.4578004e-06   0.00019462416
      22.110553    0.0010912162   5.8469803e-05   4.7806845e-05
      23.115578   0.00098933506   8.3737621e-05  -3.3115601e-05
      24.120603    0.0007350388   2.3386955e-05   -0.0001486475
      25.125628   0.00063598089  -2.0681422e-05  -0.00017794157
      26.130653   0.00028690717  -8.7525487e-06  -5.8302458e-05
      27.135678   0.00012892315   4.3609628e-05   0.00019982847
      28.140704   0.00016266769   4.1791591e-05   0.00029864378
      29.145729  -0.00010310187    3.891004e-05   0.00032471646
      30.150754   0.00027012337  -3.2300117e-05   1.0225481e-05
      31.155779   0.00016835572  -6.3002736e-05  -0.00019925285
      32.160804   0.00038450563  -8.6462526e-05  -0.00012972868
      33.165829   0.00055876813   -7.884201e-05  -0.00012373429
      34.170854   0.00062223683  -6.5593244e-05   7.5650735e-05
      35.175879   0.00018676544   6.7807153e-06   0.00013376356
      36.180905   0.00026342806   5.5732563e-05   0.00018957266
       37.18593   0.00066527626   0.00011374309  -3.8123854e-05
      38.190955    0.0012850588    0.0002285735  -0.00028540739
       39.19598    0.0022052711    0.0001766328  -0.00029170139
      40.201005    0.0032265315    6.123017e-05  -8.8963929e-05
       41.20603    0.0033009513  -4.7004682e-05   0.00021216061
      42.211055    0.0023216126  -6.7986512e-05   0.00029090638
       43.21608   0.00059302335  -4.1572097e-05   0.00035357467
      44.221106  -1.0385118e-05  -2.3727622e-05    0.0003312725
      45.226131   0.00059877767  -4.2995095e-05   0.00025849906
      46.231156    0.0023445247  -0.00020707636   0.00012234655
      47.236181     0.003058057  -0.00023229884  -0.00019905999
      48.241206    0.0036672968  -0.00020610836  -0.00024650758
      49.246231     0.002307849  -0.00011226722  -0.00053592506
      50.251256    0.0010826436    7.670687e-05  -0.00015792883
      51.256281   0.00010662171   0.00025980886   0.00017783709
      52.261307   -0.0011220068    0.0005176356   0.00023139408
      53.266332   -0.0014814991   0.00060508022   0.00047571744
      54.271357   0.00019611059   0.00032414716   0.00010589047
      55.276382    0.0008581693    0.0001787668  -8.5251614e-06
      56.281407    0.0020112471  -9.0918186e-06   0.00018425973
      57.286432    0.0007887988  -0.00033651069  -5.1792064e-05
      58.291457  -0.00080343493  -0.00044651679  -0.00056762459
      59.296482  -0.00040106346  -0.00027822344  -0.00016651948
      60.301508   0.00036385297   2.6659287e-05  -0.00019921541
      61.306533   0.00081400606   0.00049567085  -0.00068154099
      62.311558    0.0011788387    0.0011394622  -0.00094310694
      63.316583     0.003724381    0.0016017174  -0.00087251332
      64.321608    0.0037883172   0.00080632893  -7.5237459e-05
      65.326633    0.0040784036   0.00051569002   4.2949974e-05
      66.331658    0.0049019199  -0.00012823869   0.00098142757
      67.336683    0.0035660726   -0.0014572757    0.0016215454
      68.341709    0.0079143813   -0.0017951276   -0.0021891088
      69.346734     0.005411202   -0.0013716906   -0.0027662117
      70.351759    0.0057796851  -0.00072543774   0.00025284922
      71.356784    0.0087380073  -0.00041093461    0.0035631739
      72.361809     0.011300684  -0.00051035152    0.0013982188
      73.366834   0.00099959007    0.0015952893   -0.0076756013
      74.371859    -0.002843838    0.0026448324   0.00097722446
      75.376884    -0.002233511    0.0037666566    0.0013045754
       76.38191    -0.002025843    0.0020151578    0.0014992525
      77.386935    0.0043604061    0.0016564096    0.0036468609
       78.39196     0.018161292  -0.00024984971    0.0015519387
      79.396985     0.013341667    0.0015018088   -0.0026978812
       80.40201    0.0075433331    0.0027983157   -0.0085169208
      81.407035    0.0058657832    0.0007155045   -0.0067220419
       82.41206     0.011178053  -0.00023782682  -0.00096927284
      83.417085     0.015625417    0.0028973665   -0.0020908004
      84.422111     0.017360926    0.0031292441   -0.0049290946
      85.427136     0.014676067    0.0031714899   -0.0050019514
      86.432161     0.010146524     0.002859318   -0.0036639714
      87.437186    0.0029762091   3.8035947e-05   -0.0014116408
      88.442211    0.0065023071    0.0029434434   -0.0042447992
      89.447236    0.0085232959    0.0013161306  -0.00034740723
      90.452261    0.0095703216   -0.0035862985  -0.00055365344
      91.457286     0.026140141   -0.0057152729    -0.014439078
      92.462312    0.0015306394    -0.029309928     0.019922367
      93.467337     0.097276887       0.0824237    -0.051116492


      95.477387      -2.8481364       1.6536142       4.8096196
      96.482412      -1.4660208       1.3825776      -3.2805898


      98.492462     -0.58572117      0.23331319       1.2776488
      99.497487     0.015496396       3.4910745      -15.664067


      100.50251    -0.083956498      -23.737591      -18.281197
      101.50754      0.39369834      0.36050569    -0.044669046


      103.51759     -0.50474228      -2.1267483     -0.64116777
      104.52261     -0.84445238      0.64215634     -0.23033256


      106.53266      -1.2436138      0.04246932     -0.71532646
      107.53769     -0.62287945     -0.32366973     -0.61276768
      108.54271      0.65526734     -0.50057321      0.21544268
      109.54774        0.218196     0.053886969      -0.1783222
      110.55276      0.16103555    -0.090227728        0.165384
      111.55779      0.34184559     -0.21914971     -0.10686701
      112.56281     -0.16225687     -0.28037731     -0.12143505
      113.56784         -0.3165     -0.23886307    -0.075473199
      114.57286     -0.13000251     -0.12959769    -0.016254294
      115.57789     -0.18956272    -0.071572881      0.33471847
      116.58291     -0.18601635      0.22895113     -0.24081287
      117.58794     0.071717398    -0.086721922     -0.09466863
      118.59296     0.099987356      0.20428952     -0.10664756
      119.59799     0.017598493     -0.11400877      0.16757411
      120.60302      -0.1725759     -0.13880248      0.37912567
      121.60804     -0.25410128     -0.13196592      0.23330287
      122.61307     -0.16876363    -0.082032458    -0.062454466
      123.61809     -0.21290586    -0.045487187     0.016682528
      124.62312     -0.36939271    -0.056304785    -0.048473406
      125.62814     -0.15673127    -0.067781121     -0.18781561
      126.63317     0.017056064    -0.083568242     -0.15549675
      127.63819   -0.0030006434    -0.046091753      0.11415815
