#      distance     vorticity_x     vorticity_y     vorticity_z
      1.0050251   6.7805906e-05  -3.2697537e-05  -5.9270323e-05
      2.0100503   0.00024329085  -3.3008528e-05  -0.00014799322
      3.0150754   0.00022938678  -2.2007593e-05  -7.7582677e-05
      4.0201005     0.000121911  -7.8120615e-06   3.3659574e-05
      5.0251256  -0.00011789146   9.4404731e-06   5.3100754e-05
      6.0301508   1.1027129e-05     1.83446e-05   4.2524174e-05
      7.0351759   0.00020477075   4.5914923e-05   -5.259492e-05
       8.040201   0.00035778972   5.3852771e-05  -0.00011530658
      9.0452261   0.00031091308    5.455641e-06  -8.4158463e-05
      10.050251   0.00029157935  -4.5402991e-05  -1.1783801e-05
      11.055276   0.00017597015  -8.2943546e-05   4.8290495e-05
      12.060302   0.00051508367  -6.3709686e-05   0.00011867362
      13.065327    0.0008240415  -3.3341801e-05   0.00012447611
      14.070352   0.00077113916  -2.8230564e-05  -3.0715204e-05
      15.075377     0.000378194   1.7974202e-07  -0.00014756281
      16.080402  -9.2277294e-05   6.3237416e-05   7.1730803e-07
      17.085427  -0.00011424079   9.5650483e-05   6.5025722e-05
      18.090452   0.00037655638   2.1025482e-05  -5.6603065e-05
      19.095477   0.00095749945  -4.7473589e-05  -0.00019905869
      20.100503   0.00064841155  -1.5334756e-05  -0.00016025283
      21.105528   5.3699998e-05    4.400271e-05  -6.3032085e-05
      22.110553  -0.00036068254     0.000146206   8.2017717e-05
      23.115578  -0.00016846721   0.00014640791   0.00019752333
      24.120603   0.00047338702   5.2779883e-05   0.00022483325
      25.125628   0.00038099521   3.4705543e-05   0.00010194272
      26.130653  -0.00024799941   4.6141416e-05  -9.9682231e-05
      27.135678    -0.001548418   0.00010406595  -0.00034512861
      28.140704  -0.00091943308   8.8705915e-05     -0.00031234
      29.145729    0.0008206578   5.4863262e-05  -0.00012043135
      30.150754     0.002569818  -3.0195394e-05   2.2185358e-05
      31.155779    0.0015755913  -6.3954923e-05   0.00010970442
      32.160804   -0.0012432822  -7.6841785e-05   2.7199918e-05
      33.165829   -0.0024697914  -8.9535306e-05  -8.5581496e-06
      34.170854   -0.0019340004  -8.5219792e-05  -0.00015443868
      35.175879   0.00015703578  -2.6740499e-05  -0.00028840899
      36.180905   0.00055990794   4.7792738e-05  -0.00024728108
       37.18593  -0.00015079479   0.00010808805  -0.00018837607
      38.190955   -0.0019916043   0.00014743399   0.00026579108
       39.19598   -0.0021251545   8.5178961e-05    0.0003386713
      40.201005   -0.0020331874   8.0847829e-05    0.0002895758
       41.20603  -5.7587334e-05   0.00010936797  -0.00018919649
      42.211055  -0.00028682763   0.00012145275   -0.0001133621
       43.21608   0.00069859244   0.00013802033  -0.00012756787
      44.221106    0.0023089368   5.3436731e-05    0.0002278004
      45.226131    0.0038528036   7.3352551e-05   0.00035097495
      46.231156    0.0049205117    8.772704e-05    0.0005112301
      47.236181     0.003619758   0.00011811136   0.00053161306
      48.241206    0.0012841947  -0.00011940263   0.00020903104
      49.246231  -0.00080357687  -0.00024653007   -0.0001608429
