# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(p))
477           	3.412984e-01
477.2         	3.412984e-01
477.4         	3.412984e-01
477.6         	3.412984e-01
477.8         	3.412984e-01
478           	3.420874e-01
478.2         	3.420874e-01
478.4         	3.420874e-01
478.6         	3.420874e-01
478.8         	3.420874e-01
479           	3.429842e-01
479.2         	3.429842e-01
479.4         	3.429842e-01
479.6         	3.429842e-01
479.8         	3.429842e-01
480           	3.440437e-01
480.2         	3.440437e-01
480.4         	3.440437e-01
480.6         	3.440437e-01
480.8         	3.440437e-01
481           	3.453605e-01
481.2         	3.453605e-01
481.4         	3.453605e-01
481.6         	3.453605e-01
481.8         	3.453605e-01
482           	3.471250e-01
482.2         	3.471250e-01
482.4         	3.471250e-01
482.6         	3.471250e-01
482.8         	3.471250e-01
483           	3.497982e-01
483.2         	3.497982e-01
483.4         	3.497982e-01
483.6         	3.497982e-01
483.8         	3.497982e-01
484           	3.547897e-01
484.2         	3.547897e-01
484.4         	3.547897e-01
484.6         	3.547897e-01
484.8         	3.547897e-01
485           	3.694483e-01
485.2         	3.694483e-01
485.4         	3.694483e-01
485.6         	3.694483e-01
485.8         	3.694483e-01
