# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(p))
291           	2.633656e-01
291.2         	2.633656e-01
291.4         	2.633656e-01
291.6         	2.633656e-01
291.8         	2.633656e-01
292           	2.633309e-01
292.2         	2.633309e-01
292.4         	2.633309e-01
292.6         	2.633309e-01
292.8         	2.633309e-01
293           	2.633278e-01
293.2         	2.633278e-01
293.4         	2.633278e-01
293.6         	2.633278e-01
293.8         	2.633278e-01
294           	2.633272e-01
294.2         	2.633272e-01
294.4         	2.633272e-01
294.6         	2.633272e-01
294.8         	2.633272e-01
295           	2.633548e-01
295.2         	2.633548e-01
295.4         	2.633548e-01
295.6         	2.633548e-01
295.8         	2.633548e-01
296           	2.634233e-01
296.2         	2.634233e-01
296.4         	2.634233e-01
296.6         	2.634233e-01
296.8         	2.634233e-01
297           	2.635189e-01
297.2         	2.635189e-01
297.4         	2.635189e-01
297.6         	2.635189e-01
297.8         	2.635189e-01
298           	2.636530e-01
298.2         	2.636530e-01
298.4         	2.636530e-01
298.6         	2.636530e-01
298.8         	2.636530e-01
299           	2.638252e-01
299.2         	2.638252e-01
299.4         	2.638252e-01
299.6         	2.638252e-01
299.8         	2.638252e-01
300           	2.640376e-01
