# Region type : faceZone OutSurface
# Faces  :    339
# Area   :    3.219671e+01
# Time        	areaAverage(surfaceInterpolate(p))
0             	0.000000e+00
0.2           	0.000000e+00
0.4           	0.000000e+00
0.6           	0.000000e+00
0.8           	0.000000e+00
1             	-3.830132e-01
1.2           	-3.830132e-01
1.4           	-3.830132e-01
1.6           	-3.830132e-01
1.8           	-3.830132e-01
2             	-2.907967e-01
2.2           	-2.907967e-01
2.4           	-2.907967e-01
2.6           	-2.907967e-01
2.8           	-2.907967e-01
3             	-2.323407e-01
3.2           	-2.323407e-01
3.4           	-2.323407e-01
3.6           	-2.323407e-01
3.8           	-2.323407e-01
4             	-1.994824e-01
4.2           	-1.994824e-01
4.4           	-1.994824e-01
4.6           	-1.994824e-01
4.8           	-1.994824e-01
5             	-1.874859e-01
5.2           	-1.874859e-01
5.4           	-1.874859e-01
5.6           	-1.874859e-01
5.8           	-1.874859e-01
6             	-1.923036e-01
6.2           	-1.923036e-01
6.4           	-1.923036e-01
6.6           	-1.923036e-01
6.8           	-1.923036e-01
7             	-2.102182e-01
7.2           	-2.102182e-01
7.4           	-2.102182e-01
7.6           	-2.102182e-01
7.8           	-2.102182e-01
8             	-2.372792e-01
8.2           	-2.372792e-01
8.4           	-2.372792e-01
8.6           	-2.372792e-01
8.8           	-2.372792e-01
9             	-2.693784e-01
9.2           	-2.693784e-01
9.4           	-2.693784e-01
9.6           	-2.693784e-01
9.8           	-2.693784e-01
10            	-3.026989e-01
10.2          	-3.026989e-01
10.4          	-3.026989e-01
10.6          	-3.026989e-01
10.8          	-3.026989e-01
11            	-3.293969e-01
11.2          	-3.293969e-01
11.4          	-3.293969e-01
11.6          	-3.293969e-01
11.8          	-3.293969e-01
12            	-3.403583e-01
12.2          	-3.403583e-01
12.4          	-3.403583e-01
12.6          	-3.403583e-01
12.8          	-3.403583e-01
13            	-3.360582e-01
13.2          	-3.360582e-01
13.4          	-3.360582e-01
13.6          	-3.360582e-01
13.8          	-3.360582e-01
14            	-3.271453e-01
14.2          	-3.271453e-01
14.4          	-3.271453e-01
14.6          	-3.271453e-01
14.8          	-3.271453e-01
15            	-3.193410e-01
15.2          	-3.193410e-01
15.4          	-3.193410e-01
15.6          	-3.193410e-01
15.8          	-3.193410e-01
16            	-3.121979e-01
16.2          	-3.121979e-01
16.4          	-3.121979e-01
16.6          	-3.121979e-01
16.8          	-3.121979e-01
17            	-3.056269e-01
17.2          	-3.056269e-01
17.4          	-3.056269e-01
17.6          	-3.056269e-01
17.8          	-3.056269e-01
18            	-2.990578e-01
18.2          	-2.990578e-01
18.4          	-2.990578e-01
18.6          	-2.990578e-01
18.8          	-2.990578e-01
19            	-2.930203e-01
19.2          	-2.930203e-01
19.4          	-2.930203e-01
19.6          	-2.930203e-01
19.8          	-2.930203e-01
20            	-2.874026e-01
20.2          	-2.874026e-01
20.4          	-2.874026e-01
20.6          	-2.874026e-01
20.8          	-2.874026e-01
21            	-2.822863e-01
21.2          	-2.822863e-01
21.4          	-2.822863e-01
21.6          	-2.822863e-01
21.8          	-2.822863e-01
22            	-2.776068e-01
22.2          	-2.776068e-01
22.4          	-2.776068e-01
22.6          	-2.776068e-01
22.8          	-2.776068e-01
23            	-2.734137e-01
23.2          	-2.734137e-01
23.4          	-2.734137e-01
23.6          	-2.734137e-01
23.8          	-2.734137e-01
24            	-2.696180e-01
24.2          	-2.696180e-01
24.4          	-2.696180e-01
24.6          	-2.696180e-01
24.8          	-2.696180e-01
25            	-2.662277e-01
25.2          	-2.662277e-01
25.4          	-2.662277e-01
25.6          	-2.662277e-01
25.8          	-2.662277e-01
26            	-2.630156e-01
26.2          	-2.630156e-01
26.4          	-2.630156e-01
