#      distance     vorticity_x     vorticity_y     vorticity_z
      1.0050251   8.0330217e-05  -6.8786922e-06   4.6004283e-05
      2.0100503   0.00023613683  -1.8311687e-05   2.1527372e-05
      3.0150754   0.00016447672  -1.1600318e-05   1.7843292e-05
      4.0201005   5.7880688e-05  -1.5962277e-05  -7.8813285e-07
      5.0251256  -0.00024392059  -5.9331163e-06  -1.5695616e-05
      6.0301508   -0.0002289916   1.6782667e-06   1.3513079e-05
      7.0351759   3.1341582e-06   3.1361976e-06   8.3384022e-05
       8.040201   8.1123422e-05  -7.0575631e-06   0.00010469348
      9.0452261   4.9015233e-06  -1.1554926e-05   8.8104315e-05
      10.050251  -0.00024647329  -7.5358542e-07   7.2684146e-05
      11.055276  -7.7951046e-06   3.7508715e-05   0.00010234679
      12.060302   0.00048261955    5.139684e-05   7.9100999e-05
      13.065327   0.00068732286   6.0046935e-05   6.6616497e-05
      14.070352   0.00020733464   4.6996196e-05   3.8467495e-05
      15.075377  -0.00018565357   2.4675141e-05  -9.5283201e-06
      16.080402  -0.00019739358  -1.0362329e-05  -8.3702051e-06
      17.085427   0.00049273735  -9.0812791e-05   0.00011407569
      18.090452     0.000543644  -0.00013862231   0.00015159202
      19.095477   0.00038973026  -0.00012165912   0.00010041294
      20.100503   0.00078126942  -6.7830732e-06  -0.00019007139
      21.105528     0.001447627   9.1191159e-05  -0.00042333882
      22.110553    0.0009030949    8.711688e-05  -0.00026677343
      23.115578   0.00021695311   7.3897036e-05    -4.08425e-05
      24.120603  -0.00072450546     5.44474e-05   6.4711996e-05
      25.125628   -0.0010879049   1.6912763e-05     4.42605e-05
      26.130653   -0.0010403189  -4.4212445e-05  -7.1574075e-05
      27.135678   0.00010787856  -0.00011403039  -0.00024646915
      28.140704   0.00077629641  -7.5395672e-05  -0.00024292867
      29.145729    0.0014330789  -1.5040725e-05  -0.00021570666
      30.150754    0.0012073055   4.5290114e-05   0.00023241551
      31.155779   0.00091063743   3.3994279e-05   0.00042823146
      32.160804   0.00025655498  -4.8084852e-05   0.00049418647
      33.165829   0.00024678669  -6.2934042e-05   0.00042071764
      34.170854   0.00056604729  -7.1198915e-06   0.00013760196
      35.175879  -0.00039360542   8.7800827e-05  -6.2396433e-05
      36.180905   -0.0017349067   0.00019574436   -0.0002844364
       37.18593    -0.002560287   0.00013859538  -0.00015914732
      38.190955   -0.0012861672   5.5261479e-05   4.2345421e-05
       39.19598   0.00076531592  -2.7973127e-05   0.00028886215
      40.201005    0.0030517058  -4.1702102e-05   0.00033527709
       41.20603    0.0023373553  -6.9718308e-06    0.0003665674
      42.211055    0.0011663358   7.5694837e-05   0.00037912094
       43.21608   -0.0029586944   0.00012599249    9.830785e-05
      44.221106   -0.0027473805   0.00011892831  -0.00026117419
