# Region type : faceZone OutSurface
# Faces  :    2503
# Area   :    1.028276e+02
# Time        	areaAverage(surfaceInterpolate(p))
100           	-1.999199e-01
100.2         	-1.999199e-01
100.4         	-1.999199e-01
100.6         	-1.999199e-01
100.8         	-1.999199e-01
101           	-1.995349e-01
101.2         	-1.995349e-01
101.4         	-1.995349e-01
101.6         	-1.995349e-01
101.8         	-1.995349e-01
102           	-1.992420e-01
102.2         	-1.992420e-01
102.4         	-1.992420e-01
102.6         	-1.992420e-01
102.8         	-1.992420e-01
103           	-1.987524e-01
103.2         	-1.987524e-01
103.4         	-1.987524e-01
103.6         	-1.987524e-01
103.8         	-1.987524e-01
104           	-1.983986e-01
104.2         	-1.983986e-01
104.4         	-1.983986e-01
104.6         	-1.983986e-01
104.8         	-1.983986e-01
105           	-1.979411e-01
105.2         	-1.979411e-01
105.4         	-1.979411e-01
105.6         	-1.979411e-01
105.8         	-1.979411e-01
106           	-1.975476e-01
106.2         	-1.975476e-01
106.4         	-1.975476e-01
106.6         	-1.975476e-01
106.8         	-1.975476e-01
107           	-1.971697e-01
107.2         	-1.971697e-01
107.4         	-1.971697e-01
107.6         	-1.971697e-01
107.8         	-1.971697e-01
108           	-1.968242e-01
108.2         	-1.968242e-01
108.4         	-1.968242e-01
108.6         	-1.968242e-01
108.8         	-1.968242e-01
109           	-1.963573e-01
109.2         	-1.963573e-01
109.4         	-1.963573e-01
109.6         	-1.963573e-01
109.8         	-1.963573e-01
110           	-1.959325e-01
110.2         	-1.959325e-01
110.4         	-1.959325e-01
110.6         	-1.959325e-01
110.8         	-1.959325e-01
111           	-1.955233e-01
111.2         	-1.955233e-01
111.4         	-1.955233e-01
111.6         	-1.955233e-01
111.8         	-1.955233e-01
112           	-1.951447e-01
112.2         	-1.951447e-01
112.4         	-1.951447e-01
112.6         	-1.951447e-01
112.8         	-1.951447e-01
113           	-1.947567e-01
113.2         	-1.947567e-01
113.4         	-1.947567e-01
113.6         	-1.947567e-01
113.8         	-1.947567e-01
114           	-1.943784e-01
114.2         	-1.943784e-01
114.4         	-1.943784e-01
114.6         	-1.943784e-01
114.8         	-1.943784e-01
115           	-1.940129e-01
115.2         	-1.940129e-01
115.4         	-1.940129e-01
115.6         	-1.940129e-01
115.8         	-1.940129e-01
116           	-1.936501e-01
116.2         	-1.936501e-01
116.4         	-1.936501e-01
116.6         	-1.936501e-01
116.8         	-1.936501e-01
117           	-1.932820e-01
117.2         	-1.932820e-01
117.4         	-1.932820e-01
117.6         	-1.932820e-01
117.8         	-1.932820e-01
118           	-1.929007e-01
118.2         	-1.929007e-01
118.4         	-1.929007e-01
118.6         	-1.929007e-01
118.8         	-1.929007e-01
119           	-1.925409e-01
119.2         	-1.925409e-01
119.4         	-1.925409e-01
119.6         	-1.925409e-01
119.8         	-1.925409e-01
120           	-1.921415e-01
120.2         	-1.921415e-01
120.4         	-1.921415e-01
120.6         	-1.921415e-01
120.8         	-1.921415e-01
121           	-1.917790e-01
121.2         	-1.917790e-01
121.4         	-1.917790e-01
121.6         	-1.917790e-01
121.8         	-1.917790e-01
122           	-1.914444e-01
122.2         	-1.914444e-01
122.4         	-1.914444e-01
122.6         	-1.914444e-01
122.8         	-1.914444e-01
123           	-1.910930e-01
123.2         	-1.910930e-01
123.4         	-1.910930e-01
123.6         	-1.910930e-01
123.8         	-1.910930e-01
124           	-1.907649e-01
124.2         	-1.907649e-01
124.4         	-1.907649e-01
124.6         	-1.907649e-01
124.8         	-1.907649e-01
125           	-1.904314e-01
125.2         	-1.904314e-01
125.4         	-1.904314e-01
125.6         	-1.904314e-01
125.8         	-1.904314e-01
126           	-1.900814e-01
126.2         	-1.900814e-01
126.4         	-1.900814e-01
126.6         	-1.900814e-01
126.8         	-1.900814e-01
127           	-1.897620e-01
127.2         	-1.897620e-01
127.4         	-1.897620e-01
127.6         	-1.897620e-01
127.8         	-1.897620e-01
128           	-1.894375e-01
128.2         	-1.894375e-01
128.4         	-1.894375e-01
128.6         	-1.894375e-01
128.8         	-1.894375e-01
129           	-1.891007e-01
129.2         	-1.891007e-01
129.4         	-1.891007e-01
129.6         	-1.891007e-01
129.8         	-1.891007e-01
130           	-1.887774e-01
130.2         	-1.887774e-01
130.4         	-1.887774e-01
130.6         	-1.887774e-01
130.8         	-1.887774e-01
131           	-1.884570e-01
131.2         	-1.884570e-01
131.4         	-1.884570e-01
131.6         	-1.884570e-01
131.8         	-1.884570e-01
132           	-1.881557e-01
132.2         	-1.881557e-01
132.4         	-1.881557e-01
132.6         	-1.881557e-01
132.8         	-1.881557e-01
133           	-1.878420e-01
133.2         	-1.878420e-01
133.4         	-1.878420e-01
133.6         	-1.878420e-01
133.8         	-1.878420e-01
134           	-1.875341e-01
134.2         	-1.875341e-01
134.4         	-1.875341e-01
134.6         	-1.875341e-01
134.8         	-1.875341e-01
135           	-1.872173e-01
135.2         	-1.872173e-01
135.4         	-1.872173e-01
135.6         	-1.872173e-01
135.8         	-1.872173e-01
136           	-1.869390e-01
136.2         	-1.869390e-01
136.4         	-1.869390e-01
136.6         	-1.869390e-01
136.8         	-1.869390e-01
137           	-1.866369e-01
137.2         	-1.866369e-01
137.4         	-1.866369e-01
137.6         	-1.866369e-01
137.8         	-1.866369e-01
138           	-1.863515e-01
138.2         	-1.863515e-01
138.4         	-1.863515e-01
138.6         	-1.863515e-01
138.8         	-1.863515e-01
139           	-1.860665e-01
139.2         	-1.860665e-01
139.4         	-1.860665e-01
139.6         	-1.860665e-01
139.8         	-1.860665e-01
140           	-1.857791e-01
140.2         	-1.857791e-01
140.4         	-1.857791e-01
140.6         	-1.857791e-01
140.8         	-1.857791e-01
141           	-1.854920e-01
141.2         	-1.854920e-01
141.4         	-1.854920e-01
141.6         	-1.854920e-01
141.8         	-1.854920e-01
142           	-1.852217e-01
142.2         	-1.852217e-01
142.4         	-1.852217e-01
142.6         	-1.852217e-01
142.8         	-1.852217e-01
143           	-1.849542e-01
143.2         	-1.849542e-01
143.4         	-1.849542e-01
143.6         	-1.849542e-01
143.8         	-1.849542e-01
144           	-1.846636e-01
144.2         	-1.846636e-01
144.4         	-1.846636e-01
144.6         	-1.846636e-01
144.8         	-1.846636e-01
145           	-1.844058e-01
145.2         	-1.844058e-01
145.4         	-1.844058e-01
145.6         	-1.844058e-01
145.8         	-1.844058e-01
146           	-1.841338e-01
146.2         	-1.841338e-01
146.4         	-1.841338e-01
146.6         	-1.841338e-01
146.8         	-1.841338e-01
147           	-1.838631e-01
147.2         	-1.838631e-01
147.4         	-1.838631e-01
147.6         	-1.838631e-01
147.8         	-1.838631e-01
148           	-1.835978e-01
