# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 3.14000000e+00
# Aref          : 3.14000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
80.436          	-3.37210670e-05	1.21167765e+00	-3.07300989e-01	-1.53684216e-01	-1.53616774e-01
80.438          	-3.45713001e-05	1.21110879e+00	-3.06192157e-01	-1.53130650e-01	-1.53061507e-01
80.44           	-3.58456225e-05	1.21108369e+00	-3.04860647e-01	-1.52466169e-01	-1.52394478e-01
80.442          	-3.61519665e-05	1.21116724e+00	-3.03675338e-01	-1.51873821e-01	-1.51801517e-01
80.444          	-3.73411824e-05	1.21108247e+00	-3.02132225e-01	-1.51103454e-01	-1.51028772e-01
80.446          	-3.91271711e-05	1.21114099e+00	-3.01185432e-01	-1.50631843e-01	-1.50553589e-01
80.448          	-4.09045158e-05	1.21075862e+00	-2.99771004e-01	-1.49926406e-01	-1.49844597e-01
80.45           	-4.24504133e-05	1.21098180e+00	-2.98074074e-01	-1.49079488e-01	-1.48994587e-01
80.452          	-4.45209772e-05	1.21135398e+00	-2.96548686e-01	-1.48318864e-01	-1.48229822e-01
80.454          	-4.67060716e-05	1.21131472e+00	-2.95367075e-01	-1.47730244e-01	-1.47636832e-01
80.456          	-4.77877772e-05	1.21140819e+00	-2.93886802e-01	-1.46991189e-01	-1.46895613e-01
80.458          	-4.80926033e-05	1.21145860e+00	-2.92758336e-01	-1.46427261e-01	-1.46331076e-01
80.46           	-4.89419824e-05	1.21083165e+00	-2.91747813e-01	-1.45922848e-01	-1.45824964e-01
80.462          	-5.00587564e-05	1.21080307e+00	-2.91036062e-01	-1.45568090e-01	-1.45467972e-01
80.464          	-5.14095941e-05	1.21019538e+00	-2.90289722e-01	-1.45196271e-01	-1.45093452e-01
80.466          	-5.26123273e-05	1.20988644e+00	-2.89272066e-01	-1.44688645e-01	-1.44583421e-01
80.468          	-5.38061486e-05	1.21039845e+00	-2.87511367e-01	-1.43809490e-01	-1.43701877e-01
80.47           	-5.54456260e-05	1.21082908e+00	-2.86118631e-01	-1.43114761e-01	-1.43003870e-01
80.472          	-5.75003128e-05	1.21050142e+00	-2.84493227e-01	-1.42304114e-01	-1.42189113e-01
80.474          	-5.89833590e-05	1.21028438e+00	-2.83008392e-01	-1.41563179e-01	-1.41445212e-01
80.476          	-6.09243663e-05	1.21023750e+00	-2.81372692e-01	-1.40747271e-01	-1.40625422e-01
80.478          	-6.34025787e-05	1.20996439e+00	-2.79944350e-01	-1.40035578e-01	-1.39908773e-01
80.48           	-6.55576448e-05	1.20977953e+00	-2.78074012e-01	-1.39102563e-01	-1.38971448e-01
80.482          	-6.78490377e-05	1.20928358e+00	-2.76295767e-01	-1.38215732e-01	-1.38080034e-01
80.484          	-7.03304864e-05	1.20893908e+00	-2.73939274e-01	-1.37039967e-01	-1.36899306e-01
80.486          	-7.31111950e-05	1.20834354e+00	-2.72498784e-01	-1.36322503e-01	-1.36176281e-01
80.488          	-7.55509725e-05	1.20786620e+00	-2.70978309e-01	-1.35564706e-01	-1.35413604e-01
80.49           	-7.75670087e-05	1.20740368e+00	-2.69923098e-01	-1.35039116e-01	-1.34883982e-01
80.492          	-7.95437648e-05	1.20659311e+00	-2.68537459e-01	-1.34348273e-01	-1.34189186e-01
80.494          	-8.14147289e-05	1.20521826e+00	-2.66699811e-01	-1.33431320e-01	-1.33268491e-01
80.496          	-8.28664378e-05	1.20463752e+00	-2.65246300e-01	-1.32706016e-01	-1.32540283e-01
80.498          	-8.37408758e-05	1.20458484e+00	-2.63733841e-01	-1.31950661e-01	-1.31783179e-01
80.5            	-8.41372748e-05	1.20362716e+00	-2.63284086e-01	-1.31726180e-01	-1.31557906e-01
80.502          	-8.43434784e-05	1.20274744e+00	-2.61170045e-01	-1.30669366e-01	-1.30500679e-01
80.504          	-8.39132935e-05	1.20248963e+00	-2.59862167e-01	-1.30014997e-01	-1.29847170e-01
80.506          	-8.32662159e-05	1.20186196e+00	-2.58451096e-01	-1.29308814e-01	-1.29142282e-01
80.508          	-8.25365924e-05	1.20092258e+00	-2.56534078e-01	-1.28349576e-01	-1.28184502e-01
80.51           	-8.20090611e-05	1.19985824e+00	-2.55048366e-01	-1.27606192e-01	-1.27442174e-01
80.512          	-8.14542383e-05	1.20001444e+00	-2.53100380e-01	-1.26631644e-01	-1.26468736e-01
80.514          	-8.07461586e-05	1.19959740e+00	-2.51716202e-01	-1.25938847e-01	-1.25777355e-01
80.516          	-8.00435526e-05	1.19908444e+00	-2.50177377e-01	-1.25168732e-01	-1.25008645e-01
80.518          	-7.99847672e-05	1.19845753e+00	-2.48961702e-01	-1.24560836e-01	-1.24400866e-01
80.52           	-8.01273013e-05	1.19816175e+00	-2.47970229e-01	-1.24065242e-01	-1.23904987e-01
80.522          	-8.05617484e-05	1.19786810e+00	-2.46237476e-01	-1.23199300e-01	-1.23038176e-01
80.524          	-8.09780160e-05	1.19730209e+00	-2.43864217e-01	-1.22013087e-01	-1.21851131e-01
80.526          	-8.18241257e-05	1.19721087e+00	-2.42029823e-01	-1.21096736e-01	-1.20933088e-01
80.528          	-8.26749526e-05	1.19733368e+00	-2.40792319e-01	-1.20478834e-01	-1.20313485e-01
80.53           	-8.35543081e-05	1.19755674e+00	-2.39780121e-01	-1.19973615e-01	-1.19806506e-01
80.532          	-8.38367542e-05	1.19707900e+00	-2.38748848e-01	-1.19458261e-01	-1.19290587e-01
80.534          	-8.35862413e-05	1.19778739e+00	-2.37483460e-01	-1.18825316e-01	-1.18658144e-01
80.536          	-8.29153327e-05	1.19864936e+00	-2.36196156e-01	-1.18180993e-01	-1.18015162e-01
80.538          	-8.13367321e-05	1.19925945e+00	-2.34861597e-01	-1.17512135e-01	-1.17349462e-01
80.54           	-7.98913135e-05	1.19955946e+00	-2.33889638e-01	-1.17024711e-01	-1.16864928e-01
80.542          	-7.88037002e-05	1.19970167e+00	-2.32493074e-01	-1.16325341e-01	-1.16167733e-01
80.544          	-7.73839002e-05	1.19929566e+00	-2.31173868e-01	-1.15664318e-01	-1.15509550e-01
80.546          	-7.53104911e-05	1.19969995e+00	-2.29462406e-01	-1.14806513e-01	-1.14655892e-01
80.548          	-7.28379524e-05	1.20018716e+00	-2.28238548e-01	-1.14192112e-01	-1.14046436e-01
80.55           	-7.06187270e-05	1.20036543e+00	-2.26551640e-01	-1.13346439e-01	-1.13205201e-01
80.552          	-6.89623978e-05	1.20076913e+00	-2.24893429e-01	-1.12515677e-01	-1.12377752e-01
80.554          	-6.83616230e-05	1.20073198e+00	-2.23705392e-01	-1.11921058e-01	-1.11784335e-01
80.556          	-6.83353855e-05	1.20045024e+00	-2.22710803e-01	-1.11423737e-01	-1.11287066e-01
80.558          	-6.82517660e-05	1.19956286e+00	-2.21986591e-01	-1.11061547e-01	-1.10925044e-01
80.56           	-6.86129601e-05	1.19962383e+00	-2.20514129e-01	-1.10325677e-01	-1.10188451e-01
80.562          	-6.95779653e-05	1.19969825e+00	-2.19208483e-01	-1.09673819e-01	-1.09534663e-01
80.564          	-7.05435116e-05	1.19953791e+00	-2.17776725e-01	-1.08958906e-01	-1.08817819e-01
80.566          	-7.13417904e-05	1.19915401e+00	-2.16771724e-01	-1.08457204e-01	-1.08314520e-01
80.568          	-7.17915649e-05	1.19866862e+00	-2.15284461e-01	-1.07714022e-01	-1.07570439e-01
80.57           	-7.24868168e-05	1.19833646e+00	-2.13806726e-01	-1.06975850e-01	-1.06830876e-01
80.572          	-7.29506830e-05	1.19792788e+00	-2.12350083e-01	-1.06247992e-01	-1.06102091e-01
80.574          	-7.30652609e-05	1.19779188e+00	-2.11091037e-01	-1.05618584e-01	-1.05472453e-01
80.576          	-7.31192567e-05	1.19757322e+00	-2.09513070e-01	-1.04829654e-01	-1.04683416e-01
80.578          	-7.42273233e-05	1.19709563e+00	-2.07705863e-01	-1.03927159e-01	-1.03778704e-01
80.58           	-7.63653059e-05	1.19586298e+00	-2.06118110e-01	-1.03135420e-01	-1.02982690e-01
80.582          	-7.94252685e-05	1.19471260e+00	-2.04234750e-01	-1.02196800e-01	-1.02037950e-01
80.584          	-8.32755411e-05	1.19428152e+00	-2.02432347e-01	-1.01299449e-01	-1.01132898e-01
80.586          	-8.61117194e-05	1.19377084e+00	-2.00702621e-01	-1.00437422e-01	-1.00265199e-01
80.588          	-8.76763470e-05	1.19333220e+00	-1.98763430e-01	-9.94693916e-02	-9.92940389e-02
80.59           	-8.89567409e-05	1.19254607e+00	-1.97423596e-01	-9.88007547e-02	-9.86228413e-02
80.592          	-8.97103604e-05	1.19197956e+00	-1.95325996e-01	-9.77527082e-02	-9.75732875e-02
80.594          	-9.04649348e-05	1.19118053e+00	-1.93358843e-01	-9.67698862e-02	-9.65889563e-02
80.596          	-9.07440861e-05	1.19064086e+00	-1.91559309e-01	-9.58703984e-02	-9.56889102e-02
80.598          	-9.08827923e-05	1.18986705e+00	-1.89718150e-01	-9.49499579e-02	-9.47681923e-02
80.6            	-9.05948114e-05	1.18944549e+00	-1.88561251e-01	-9.43712205e-02	-9.41900309e-02
80.602          	-8.99004715e-05	1.18987868e+00	-1.87098828e-01	-9.36393142e-02	-9.34595133e-02
80.604          	-8.91086462e-05	1.18948177e+00	-1.85670146e-01	-9.29241816e-02	-9.27459643e-02
80.606          	-8.81192396e-05	1.18903844e+00	-1.84220605e-01	-9.21984216e-02	-9.20221832e-02
80.608          	-8.68863923e-05	1.18907889e+00	-1.82680548e-01	-9.14271605e-02	-9.12533877e-02
80.61           	-8.62654631e-05	1.18914422e+00	-1.81326531e-01	-9.07495311e-02	-9.05770002e-02
80.612          	-8.51247512e-05	1.18864458e+00	-1.80123215e-01	-9.01467324e-02	-8.99764829e-02
80.614          	-8.40965095e-05	1.18847671e+00	-1.78406768e-01	-8.92874807e-02	-8.91192877e-02
80.616          	-8.38493773e-05	1.18829512e+00	-1.76945924e-01	-8.85568114e-02	-8.83891127e-02
80.618          	-8.41781662e-05	1.18824222e+00	-1.75562903e-01	-8.78656298e-02	-8.76972735e-02
80.62           	-8.48833149e-05	1.18810783e+00	-1.74305496e-01	-8.72376314e-02	-8.70678648e-02
80.622          	-8.55731764e-05	1.18829362e+00	-1.72680625e-01	-8.64258857e-02	-8.62547394e-02
80.624          	-8.61261203e-05	1.18881578e+00	-1.71384613e-01	-8.57784327e-02	-8.56061805e-02
80.626          	-8.63701908e-05	1.18856175e+00	-1.69867914e-01	-8.50203272e-02	-8.48475868e-02
80.628          	-8.66091946e-05	1.18813799e+00	-1.68810610e-01	-8.44919142e-02	-8.43186958e-02
80.63           	-8.68709645e-05	1.18785651e+00	-1.66986789e-01	-8.35802656e-02	-8.34065237e-02
80.632          	-8.73602342e-05	1.18764869e+00	-1.65551334e-01	-8.28630272e-02	-8.26883068e-02
80.634          	-8.81744560e-05	1.18716999e+00	-1.64121509e-01	-8.21489289e-02	-8.19725800e-02
80.636          	-8.92523549e-05	1.18734886e+00	-1.62967153e-01	-8.15728287e-02	-8.13943240e-02
80.638          	-9.09319980e-05	1.18669728e+00	-1.61835409e-01	-8.10086364e-02	-8.08267724e-02
80.64           	-9.25259208e-05	1.18624928e+00	-1.60651079e-01	-8.04180652e-02	-8.02330134e-02
80.642          	-9.41617887e-05	1.18620201e+00	-1.59349443e-01	-7.97688832e-02	-7.95805597e-02
80.644          	-9.59806055e-05	1.18652779e+00	-1.57396742e-01	-7.87943515e-02	-7.86023903e-02
80.646          	-9.79914981e-05	1.18672679e+00	-1.55814807e-01	-7.80053950e-02	-7.78094120e-02
80.648          	-9.97476546e-05	1.18594304e+00	-1.54121315e-01	-7.71604051e-02	-7.69609098e-02
80.65           	-1.01917074e-04	1.18550674e+00	-1.52183745e-01	-7.61937897e-02	-7.59899555e-02
80.652          	-1.04049978e-04	1.18548264e+00	-1.50900625e-01	-7.55543625e-02	-7.53462625e-02
80.654          	-1.05767890e-04	1.18522085e+00	-1.49078023e-01	-7.46447793e-02	-7.44332436e-02
80.656          	-1.07515107e-04	1.18462017e+00	-1.47226736e-01	-7.37208832e-02	-7.35058530e-02
80.658          	-1.09511972e-04	1.18442684e+00	-1.45315188e-01	-7.27671057e-02	-7.25480818e-02
80.66           	-1.11162459e-04	1.18447738e+00	-1.42868358e-01	-7.15453414e-02	-7.13230165e-02
80.662          	-1.13073778e-04	1.18449156e+00	-1.40522113e-01	-7.03741302e-02	-7.01479826e-02
80.664          	-1.14725612e-04	1.18450294e+00	-1.38902695e-01	-6.95660732e-02	-6.93366219e-02
80.666          	-1.16359526e-04	1.18421040e+00	-1.37216450e-01	-6.87245844e-02	-6.84918653e-02
80.668          	-1.17383958e-04	1.18420485e+00	-1.35582733e-01	-6.79087505e-02	-6.76739826e-02
80.67           	-1.17637845e-04	1.18399179e+00	-1.34150929e-01	-6.71931023e-02	-6.69578266e-02
80.672          	-1.17745069e-04	1.18365972e+00	-1.32825873e-01	-6.65306818e-02	-6.62951916e-02
80.674          	-1.17618339e-04	1.18328121e+00	-1.31028075e-01	-6.56316559e-02	-6.53964192e-02
80.676          	-1.17417833e-04	1.18314774e+00	-1.29429530e-01	-6.48321829e-02	-6.45973472e-02
80.678          	-1.17359022e-04	1.18335001e+00	-1.28217751e-01	-6.42262347e-02	-6.39915167e-02
80.68           	-1.17251788e-04	1.18295896e+00	-1.26584496e-01	-6.34095000e-02	-6.31749965e-02
80.682          	-1.17640546e-04	1.18318728e+00	-1.24990096e-01	-6.26126883e-02	-6.23774073e-02
80.684          	-1.18535785e-04	1.18318544e+00	-1.23316136e-01	-6.17766038e-02	-6.15395323e-02
80.686          	-1.19647877e-04	1.18302809e+00	-1.21870208e-01	-6.10547517e-02	-6.08154559e-02
80.688          	-1.20635818e-04	1.18274336e+00	-1.20298837e-01	-6.02700542e-02	-6.00287826e-02
80.69           	-1.22125930e-04	1.18237763e+00	-1.18556393e-01	-5.94003224e-02	-5.91560706e-02
80.692          	-1.23809117e-04	1.18185339e+00	-1.16547593e-01	-5.83976057e-02	-5.81499875e-02
80.694          	-1.25499222e-04	1.18163407e+00	-1.14578187e-01	-5.74145925e-02	-5.71635941e-02
80.696          	-1.27080343e-04	1.18161203e+00	-1.12620689e-01	-5.64374247e-02	-5.61832640e-02
80.698          	-1.28372791e-04	1.18104628e+00	-1.10947450e-01	-5.56020977e-02	-5.53453521e-02
80.7            	-1.29943690e-04	1.18104426e+00	-1.09497996e-01	-5.48789416e-02	-5.46190543e-02
80.702          	-1.31666541e-04	1.18100816e+00	-1.07329087e-01	-5.37962100e-02	-5.35328769e-02
80.704          	-1.32984634e-04	1.18175001e+00	-1.05188464e-01	-5.27272167e-02	-5.24612474e-02
80.706          	-1.34171784e-04	1.18134393e+00	-1.03780494e-01	-5.20244185e-02	-5.17560750e-02
80.708          	-1.35399370e-04	1.18035587e+00	-1.02688053e-01	-5.14794261e-02	-5.12086274e-02
80.71           	-1.36635352e-04	1.17932352e+00	-1.01687821e-01	-5.09805461e-02	-5.07072754e-02
80.712          	-1.38065037e-04	1.17865747e+00	-1.00535249e-01	-5.04056895e-02	-5.01295594e-02
80.714          	-1.39080025e-04	1.17802718e+00	-9.91271414e-02	-4.97026507e-02	-4.94244907e-02
80.716          	-1.39315933e-04	1.17751672e+00	-9.76113780e-02	-4.89450049e-02	-4.86663731e-02
80.718          	-1.39309554e-04	1.17747327e+00	-9.59057842e-02	-4.80922017e-02	-4.78135826e-02
80.72           	-1.39741685e-04	1.17711870e+00	-9.40994248e-02	-4.71894541e-02	-4.69099707e-02
80.722          	-1.40184744e-04	1.17630770e+00	-9.27735523e-02	-4.65269609e-02	-4.62465914e-02
80.724          	-1.40810279e-04	1.17633636e+00	-9.14589230e-02	-4.58702718e-02	-4.55886512e-02
80.726          	-1.41203305e-04	1.17557567e+00	-9.03313574e-02	-4.53068820e-02	-4.50244754e-02
80.728          	-1.41342877e-04	1.17495209e+00	-8.90988311e-02	-4.46907584e-02	-4.44080726e-02
80.73           	-1.41118970e-04	1.17505452e+00	-8.81815015e-02	-4.42318697e-02	-4.39496318e-02
80.732          	-1.40928377e-04	1.17561400e+00	-8.62737341e-02	-4.32777954e-02	-4.29959387e-02
80.734          	-1.40873367e-04	1.17574432e+00	-8.51159571e-02	-4.26988519e-02	-4.24171052e-02
80.736          	-1.40845903e-04	1.17564048e+00	-8.34803633e-02	-4.18810276e-02	-4.15993357e-02
80.738          	-1.41350640e-04	1.17602570e+00	-8.22530242e-02	-4.12678628e-02	-4.09851615e-02
80.74           	-1.42091756e-04	1.17634775e+00	-8.07329652e-02	-4.05085743e-02	-4.02243908e-02
80.742          	-1.43038766e-04	1.17570718e+00	-7.91844307e-02	-3.97352541e-02	-3.94491766e-02
80.744          	-1.44052736e-04	1.17504192e+00	-7.78155292e-02	-3.90518173e-02	-3.87637118e-02
80.746          	-1.44788128e-04	1.17508279e+00	-7.61967636e-02	-3.82431700e-02	-3.79535937e-02
80.748          	-1.45564558e-04	1.17518077e+00	-7.48633227e-02	-3.75772259e-02	-3.72860968e-02
80.75           	-1.46599345e-04	1.17530822e+00	-7.35909028e-02	-3.69420507e-02	-3.66488520e-02
80.752          	-1.47945165e-04	1.17507671e+00	-7.22536181e-02	-3.62747542e-02	-3.59788639e-02
80.754          	-1.49543657e-04	1.17484984e+00	-7.04753413e-02	-3.53872143e-02	-3.50881270e-02
80.756          	-1.51243181e-04	1.17450953e+00	-6.89967309e-02	-3.46496086e-02	-3.43471223e-02
80.758          	-1.52759014e-04	1.17421053e+00	-6.75739219e-02	-3.39397199e-02	-3.36342019e-02
80.76           	-1.54305688e-04	1.17404965e+00	-6.59927757e-02	-3.31506935e-02	-3.28420822e-02
80.762          	-1.55405054e-04	1.17413594e+00	-6.42746664e-02	-3.22927382e-02	-3.19819281e-02
80.764          	-1.56428054e-04	1.17388976e+00	-6.28828329e-02	-3.15978445e-02	-3.12849884e-02
80.766          	-1.57514825e-04	1.17337280e+00	-6.14184245e-02	-3.08667271e-02	-3.05516974e-02
80.768          	-1.58490539e-04	1.17299938e+00	-5.97431051e-02	-3.00300431e-02	-2.97130620e-02
80.77           	-1.59443222e-04	1.17316010e+00	-5.81081519e-02	-2.92135192e-02	-2.88946327e-02
80.772          	-1.60263843e-04	1.17265618e+00	-5.61979710e-02	-2.82592494e-02	-2.79387217e-02
80.774          	-1.61296715e-04	1.17230380e+00	-5.46249386e-02	-2.74737660e-02	-2.71511726e-02
80.776          	-1.61912014e-04	1.17181348e+00	-5.29531332e-02	-2.66384786e-02	-2.63146546e-02
80.778          	-1.62193137e-04	1.17102672e+00	-5.13379618e-02	-2.58311741e-02	-2.55067878e-02
80.78           	-1.62205063e-04	1.17045277e+00	-4.94371179e-02	-2.48807640e-02	-2.45563539e-02
80.782          	-1.62158375e-04	1.16995930e+00	-4.78568494e-02	-2.40905831e-02	-2.37662663e-02
80.784          	-1.61947736e-04	1.16959291e+00	-4.64314089e-02	-2.33776522e-02	-2.30537567e-02
80.786          	-1.61655531e-04	1.16902936e+00	-4.49524111e-02	-2.26378611e-02	-2.23145500e-02
80.788          	-1.61340216e-04	1.16833392e+00	-4.34516433e-02	-2.18871619e-02	-2.15644815e-02
80.79           	-1.61160321e-04	1.16770065e+00	-4.17906708e-02	-2.10564957e-02	-2.07341751e-02
80.792          	-1.61465707e-04	1.16715607e+00	-3.99796027e-02	-2.01512670e-02	-1.98283356e-02
80.794          	-1.61882927e-04	1.16673640e+00	-3.81546147e-02	-1.92391903e-02	-1.89154244e-02
80.796          	-1.62343878e-04	1.16651314e+00	-3.66025926e-02	-1.84636402e-02	-1.81389524e-02
80.798          	-1.62626019e-04	1.16602057e+00	-3.55129171e-02	-1.79190846e-02	-1.75938325e-02
80.8            	-1.62549272e-04	1.16606980e+00	-3.37115342e-02	-1.70183164e-02	-1.66932178e-02
80.802          	-1.62697508e-04	1.16582680e+00	-3.16290422e-02	-1.59772186e-02	-1.56518236e-02
80.804          	-1.63010189e-04	1.16549455e+00	-3.02865400e-02	-1.53062802e-02	-1.49802598e-02
80.806          	-1.63252515e-04	1.16574721e+00	-2.85871826e-02	-1.44568438e-02	-1.41303388e-02
80.808          	-1.63561068e-04	1.16585341e+00	-2.67247090e-02	-1.35259156e-02	-1.31987934e-02
80.81           	-1.63164807e-04	1.16579035e+00	-2.47598382e-02	-1.25430839e-02	-1.22167543e-02
80.812          	-1.62751802e-04	1.16584740e+00	-2.33564899e-02	-1.18409967e-02	-1.15154931e-02
80.814          	-1.62571410e-04	1.16564650e+00	-2.18544252e-02	-1.10897840e-02	-1.07646412e-02
80.816          	-1.62168646e-04	1.16550020e+00	-2.03616547e-02	-1.03429960e-02	-1.00186587e-02
80.818          	-1.62204711e-04	1.16564886e+00	-1.89455835e-02	-9.63499647e-03	-9.31058705e-03
80.82           	-1.62053627e-04	1.16570073e+00	-1.69956035e-02	-8.65985538e-03	-8.33574813e-03
80.822          	-1.61291441e-04	1.16565547e+00	-1.56693409e-02	-7.99596191e-03	-7.67337903e-03
80.824          	-1.60359967e-04	1.16539098e+00	-1.42590604e-02	-7.28989015e-03	-6.96917022e-03
80.826          	-1.59925406e-04	1.16521781e+00	-1.23830821e-02	-6.35146645e-03	-6.03161564e-03
80.828          	-1.59823516e-04	1.16486719e+00	-1.06259213e-02	-5.47278416e-03	-5.15313713e-03
80.83           	-1.60075701e-04	1.16488204e+00	-8.85527489e-03	-4.58771315e-03	-4.26756174e-03
80.832          	-1.60447311e-04	1.16466966e+00	-7.07220721e-03	-3.69655092e-03	-3.37565629e-03
80.834          	-1.60746800e-04	1.16439422e+00	-5.42935740e-03	-2.87542550e-03	-2.55393190e-03
80.836          	-1.61359329e-04	1.16446391e+00	-3.45444661e-03	-1.88858264e-03	-1.56586398e-03
80.838          	-1.62357055e-04	1.16434200e+00	-1.90726206e-03	-1.11598808e-03	-7.91273974e-04
80.84           	-1.63692707e-04	1.16450670e+00	-4.51353354e-04	-3.89369384e-04	-6.19839698e-05
80.842          	-1.65446572e-04	1.16454535e+00	9.15149986e-04	2.92128421e-04	6.23021564e-04
80.844          	-1.67140924e-04	1.16419542e+00	2.40844160e-03	1.03707987e-03	1.37136172e-03
80.846          	-1.68360888e-04	1.16398253e+00	4.02252188e-03	1.84290005e-03	2.17962183e-03
80.848          	-1.69809737e-04	1.16377558e+00	5.36945365e-03	2.51491709e-03	2.85453656e-03
80.85           	-1.71520626e-04	1.16349789e+00	6.70268773e-03	3.17982324e-03	3.52286449e-03
80.852          	-1.73159274e-04	1.16291932e+00	7.83730722e-03	3.74549434e-03	4.09181289e-03
80.854          	-1.74189223e-04	1.16295315e+00	9.73712738e-03	4.69437447e-03	5.04275291e-03
80.856          	-1.75303838e-04	1.16258170e+00	1.13277801e-02	5.48858621e-03	5.83919389e-03
80.858          	-1.76622856e-04	1.16234817e+00	1.30275248e-02	6.33713956e-03	6.69038527e-03
80.86           	-1.78209789e-04	1.16232270e+00	1.45795062e-02	7.11154330e-03	7.46796288e-03
80.862          	-1.79966717e-04	1.16186682e+00	1.58991763e-02	7.76962144e-03	8.12955487e-03
80.864          	-1.81966120e-04	1.16151075e+00	1.72036272e-02	8.41984746e-03	8.78377970e-03
80.866          	-1.84176198e-04	1.16153452e+00	1.84912851e-02	9.06146635e-03	9.42981875e-03
80.868          	-1.86609143e-04	1.16120448e+00	1.99269325e-02	9.77685708e-03	1.01500754e-02
80.87           	-1.89208407e-04	1.16055430e+00	2.12960744e-02	1.04588288e-02	1.08372456e-02
80.872          	-1.91595435e-04	1.16026422e+00	2.29248100e-02	1.12708096e-02	1.16540004e-02
80.874          	-1.93930461e-04	1.16022849e+00	2.47257836e-02	1.21689614e-02	1.25568223e-02
80.876          	-1.96768641e-04	1.16035732e+00	2.63061716e-02	1.29563172e-02	1.33498544e-02
80.878          	-1.99602645e-04	1.15982127e+00	2.70072261e-02	1.33040104e-02	1.37032157e-02
80.88           	-2.02135410e-04	1.15981150e+00	2.84458088e-02	1.40207690e-02	1.44250398e-02
80.882          	-2.04510418e-04	1.15974233e+00	2.99548505e-02	1.47729148e-02	1.51819357e-02
80.884          	-2.06631352e-04	1.15915860e+00	3.16224055e-02	1.56045714e-02	1.60178341e-02
80.886          	-2.08780477e-04	1.15870543e+00	3.33807586e-02	1.64815988e-02	1.68991598e-02
80.888          	-2.10727727e-04	1.15822830e+00	3.50138747e-02	1.72962096e-02	1.77176651e-02
80.89           	-2.12666388e-04	1.15757755e+00	3.65587079e-02	1.80666876e-02	1.84920204e-02
80.892          	-2.14522491e-04	1.15705660e+00	3.81723786e-02	1.88716668e-02	1.93007118e-02
80.894          	-2.16496249e-04	1.15669641e+00	3.97170184e-02	1.96420129e-02	2.00750054e-02
80.896          	-2.17856622e-04	1.15639419e+00	4.16506767e-02	2.06074817e-02	2.10431950e-02
80.898          	-2.19281908e-04	1.15598188e+00	4.34119237e-02	2.14866800e-02	2.19252438e-02
80.9            	-2.20785420e-04	1.15582172e+00	4.49051330e-02	2.22317811e-02	2.26733519e-02
80.902          	-2.21827329e-04	1.15556230e+00	4.68122339e-02	2.31842896e-02	2.36279443e-02
80.904          	-2.22853726e-04	1.15487297e+00	4.82507986e-02	2.39025456e-02	2.43482530e-02
80.906          	-2.23893770e-04	1.15477213e+00	4.96710386e-02	2.46116255e-02	2.50594131e-02
80.908          	-2.24954750e-04	1.15437629e+00	5.12985254e-02	2.54243079e-02	2.58742174e-02
80.91           	-2.25892233e-04	1.15408360e+00	5.28402243e-02	2.61942199e-02	2.66460044e-02
80.912          	-2.26407939e-04	1.15404998e+00	5.45265480e-02	2.70368661e-02	2.74896820e-02
80.914          	-2.27174199e-04	1.15416015e+00	5.61978192e-02	2.78717354e-02	2.83260838e-02
80.916          	-2.28574268e-04	1.15352631e+00	5.75361887e-02	2.85395201e-02	2.89966686e-02
80.918          	-2.30252241e-04	1.15342406e+00	5.91009907e-02	2.93202431e-02	2.97807476e-02
80.92           	-2.31865687e-04	1.15364931e+00	6.08260278e-02	3.01811482e-02	3.06448796e-02
80.922          	-2.33270353e-04	1.15347971e+00	6.23393716e-02	3.09364155e-02	3.14029562e-02
80.924          	-2.34377847e-04	1.15353052e+00	6.37847100e-02	3.16579771e-02	3.21267328e-02
80.926          	-2.35221406e-04	1.15319867e+00	6.50179019e-02	3.22737295e-02	3.27441724e-02
80.928          	-2.35939078e-04	1.15287534e+00	6.61564903e-02	3.28423061e-02	3.33141842e-02
80.93           	-2.36148888e-04	1.15334697e+00	6.72592581e-02	3.33934801e-02	3.38657779e-02
80.932          	-2.36119770e-04	1.15333744e+00	6.83878314e-02	3.39577959e-02	3.44300355e-02
80.934          	-2.36030443e-04	1.15353843e+00	7.00538236e-02	3.47908813e-02	3.52629422e-02
80.936          	-2.36049419e-04	1.15344039e+00	7.15510727e-02	3.55394869e-02	3.60115858e-02
80.938          	-2.36354148e-04	1.15345702e+00	7.27928983e-02	3.61600950e-02	3.66328033e-02
80.94           	-2.36809319e-04	1.15347751e+00	7.43677494e-02	3.69470654e-02	3.74206840e-02
80.942          	-2.37097365e-04	1.15280267e+00	7.59774432e-02	3.77516242e-02	3.82258190e-02
80.944          	-2.37540711e-04	1.15275886e+00	7.77734195e-02	3.86491690e-02	3.91242505e-02
80.946          	-2.38374435e-04	1.15286044e+00	7.97778287e-02	3.96505399e-02	4.01272888e-02
80.948          	-2.39191190e-04	1.15277177e+00	8.17667570e-02	4.06441873e-02	4.11225697e-02
