# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 3.14000000e+00
# Aref          : 3.14000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
62.004          	-3.82776182e-04	1.10146497e+00	4.75822178e-01	2.37528313e-01	2.38293865e-01
62.006          	-3.80789604e-04	1.10085837e+00	4.77476190e-01	2.38357305e-01	2.39118884e-01
62.008          	-3.78911081e-04	1.10106107e+00	4.79404319e-01	2.39323249e-01	2.40081071e-01
62.01           	-3.77561497e-04	1.10108732e+00	4.81262397e-01	2.40253637e-01	2.41008760e-01
62.012          	-3.76161448e-04	1.10112170e+00	4.83136910e-01	2.41192294e-01	2.41944617e-01
62.014          	-3.74795371e-04	1.10138716e+00	4.85209860e-01	2.42230135e-01	2.42979725e-01
62.016          	-3.73606082e-04	1.10236674e+00	4.87877449e-01	2.43565118e-01	2.44312331e-01
62.018          	-3.72472983e-04	1.10253111e+00	4.88982457e-01	2.44118755e-01	2.44863701e-01
62.02           	-3.70925251e-04	1.10327094e+00	4.90710776e-01	2.44984463e-01	2.45726313e-01
62.022          	-3.69193527e-04	1.10375512e+00	4.92256027e-01	2.45758820e-01	2.46497207e-01
62.024          	-3.66856881e-04	1.10407620e+00	4.93903485e-01	2.46584885e-01	2.47318599e-01
62.026          	-3.64125987e-04	1.10496881e+00	4.95540852e-01	2.47406300e-01	2.48134552e-01
62.028          	-3.61435158e-04	1.10570480e+00	4.96963283e-01	2.48120207e-01	2.48843077e-01
62.03           	-3.59148557e-04	1.10673636e+00	4.98919709e-01	2.49100706e-01	2.49819003e-01
62.032          	-3.57211344e-04	1.10682859e+00	5.01149025e-01	2.50217301e-01	2.50931724e-01
62.034          	-3.55140493e-04	1.10751767e+00	5.02809499e-01	2.51049609e-01	2.51759890e-01
62.036          	-3.53382674e-04	1.10684709e+00	5.03920875e-01	2.51607055e-01	2.52313820e-01
62.038          	-3.52103741e-04	1.10586857e+00	5.05295150e-01	2.52295471e-01	2.52999679e-01
62.04           	-3.51325280e-04	1.10563876e+00	5.07263323e-01	2.53280336e-01	2.53982987e-01
62.042          	-3.51071331e-04	1.10524219e+00	5.09882613e-01	2.54590235e-01	2.55292378e-01
62.044          	-3.50747005e-04	1.10444656e+00	5.11848157e-01	2.55573331e-01	2.56274825e-01
62.046          	-3.50575304e-04	1.10467866e+00	5.13761683e-01	2.56530266e-01	2.57231417e-01
62.048          	-3.50530648e-04	1.10484659e+00	5.15909989e-01	2.57604464e-01	2.58305525e-01
62.05           	-3.50364752e-04	1.10445320e+00	5.17582745e-01	2.58441008e-01	2.59141737e-01
62.052          	-3.50191750e-04	1.10402160e+00	5.18811493e-01	2.59055555e-01	2.59755938e-01
62.054          	-3.50235240e-04	1.10408746e+00	5.19771238e-01	2.59535384e-01	2.60235854e-01
62.056          	-3.49911303e-04	1.10441825e+00	5.21111674e-01	2.60205926e-01	2.60905748e-01
62.058          	-3.49241061e-04	1.10502576e+00	5.22727433e-01	2.61014475e-01	2.61712958e-01
62.06           	-3.48447297e-04	1.10550540e+00	5.24020300e-01	2.61661703e-01	2.62358597e-01
62.062          	-3.47657906e-04	1.10558959e+00	5.24760093e-01	2.62032388e-01	2.62727704e-01
62.064          	-3.46984164e-04	1.10649004e+00	5.26500658e-01	2.62903345e-01	2.63597313e-01
62.066          	-3.46678091e-04	1.10714744e+00	5.28368355e-01	2.63837499e-01	2.64530855e-01
62.068          	-3.46718956e-04	1.10733131e+00	5.29560466e-01	2.64433514e-01	2.65126952e-01
62.07           	-3.47068861e-04	1.10832754e+00	5.30814289e-01	2.65060075e-01	2.65754213e-01
62.072          	-3.47607898e-04	1.10945896e+00	5.32028781e-01	2.65666782e-01	2.66361998e-01
62.074          	-3.48279395e-04	1.11064726e+00	5.33567769e-01	2.66435605e-01	2.67132164e-01
62.076          	-3.49022731e-04	1.11131325e+00	5.34954020e-01	2.67127987e-01	2.67826033e-01
62.078          	-3.49542601e-04	1.11189974e+00	5.36454345e-01	2.67877630e-01	2.68576715e-01
62.08           	-3.50139954e-04	1.11201638e+00	5.37587560e-01	2.68443640e-01	2.69143920e-01
62.082          	-3.50649317e-04	1.11207967e+00	5.39104819e-01	2.69201760e-01	2.69903059e-01
62.084          	-3.50895979e-04	1.11190038e+00	5.40190212e-01	2.69744210e-01	2.70446002e-01
62.086          	-3.50763596e-04	1.11179116e+00	5.41965940e-01	2.70632206e-01	2.71333733e-01
62.088          	-3.50589624e-04	1.11192549e+00	5.43638767e-01	2.71468794e-01	2.72169973e-01
62.09           	-3.50386107e-04	1.11271438e+00	5.45440999e-01	2.72370113e-01	2.73070885e-01
62.092          	-3.50029927e-04	1.11279099e+00	5.47158254e-01	2.73229097e-01	2.73929157e-01
62.094          	-3.49645082e-04	1.11289694e+00	5.48980016e-01	2.74140363e-01	2.74839653e-01
62.096          	-3.49099745e-04	1.11275630e+00	5.51129437e-01	2.75215619e-01	2.75913818e-01
62.098          	-3.48351218e-04	1.11272893e+00	5.52835086e-01	2.76069192e-01	2.76765894e-01
62.1            	-3.47333087e-04	1.11253197e+00	5.54536098e-01	2.76920716e-01	2.77615382e-01
62.102          	-3.46061952e-04	1.11236991e+00	5.56369564e-01	2.77838720e-01	2.78530844e-01
62.104          	-3.44124398e-04	1.11244028e+00	5.58174493e-01	2.78743122e-01	2.79431371e-01
62.106          	-3.42314240e-04	1.11222773e+00	5.59185224e-01	2.79250298e-01	2.79934926e-01
62.108          	-3.40729589e-04	1.11221587e+00	5.60818661e-01	2.80068601e-01	2.80750060e-01
62.11           	-3.39260887e-04	1.11233199e+00	5.62439813e-01	2.80880646e-01	2.81559167e-01
62.112          	-3.37953801e-04	1.11236166e+00	5.64503957e-01	2.81914025e-01	2.82589932e-01
62.114          	-3.36423210e-04	1.11205841e+00	5.66032085e-01	2.82679619e-01	2.83352466e-01
62.116          	-3.34487430e-04	1.11246858e+00	5.67404790e-01	2.83367908e-01	2.84036883e-01
62.118          	-3.32375281e-04	1.11269547e+00	5.68833838e-01	2.84084544e-01	2.84749295e-01
62.12           	-3.30412693e-04	1.11272010e+00	5.70086988e-01	2.84713081e-01	2.85373907e-01
62.122          	-3.28427053e-04	1.11178916e+00	5.70700834e-01	2.85021990e-01	2.85678844e-01
62.124          	-3.26648393e-04	1.11234437e+00	5.72453719e-01	2.85900211e-01	2.86553508e-01
62.126          	-3.25002719e-04	1.11282815e+00	5.74283622e-01	2.86816808e-01	2.87466814e-01
62.128          	-3.23457045e-04	1.11292728e+00	5.75601504e-01	2.87477295e-01	2.88124209e-01
62.13           	-3.21941959e-04	1.11303557e+00	5.76568356e-01	2.87962236e-01	2.88606120e-01
62.132          	-3.20346154e-04	1.11245086e+00	5.78294087e-01	2.88826697e-01	2.89467390e-01
62.134          	-3.19137273e-04	1.11273135e+00	5.80431879e-01	2.89896802e-01	2.90535077e-01
62.136          	-3.18158746e-04	1.11309600e+00	5.82027764e-01	2.90695723e-01	2.91332041e-01
62.138          	-3.17203880e-04	1.11301755e+00	5.83698769e-01	2.91532181e-01	2.92166588e-01
62.14           	-3.15978395e-04	1.11360475e+00	5.85282163e-01	2.92325103e-01	2.92957060e-01
62.142          	-3.14970701e-04	1.11369028e+00	5.86389397e-01	2.92879728e-01	2.93509669e-01
62.144          	-3.14493011e-04	1.11437414e+00	5.88005363e-01	2.93688189e-01	2.94317175e-01
62.146          	-3.14099570e-04	1.11502902e+00	5.90075827e-01	2.94723814e-01	2.95352013e-01
62.148          	-3.13885995e-04	1.11500839e+00	5.91652226e-01	2.95512227e-01	2.96139999e-01
62.15           	-3.13882682e-04	1.11550646e+00	5.93448077e-01	2.96410156e-01	2.97037921e-01
62.152          	-3.14016358e-04	1.11600855e+00	5.94948273e-01	2.97160120e-01	2.97788153e-01
62.154          	-3.14171557e-04	1.11602279e+00	5.96538796e-01	2.97955227e-01	2.98583570e-01
62.156          	-3.14080611e-04	1.11648264e+00	5.98189748e-01	2.98780793e-01	2.99408954e-01
62.158          	-3.14005162e-04	1.11658583e+00	5.99678423e-01	2.99525207e-01	3.00153217e-01
62.16           	-3.13686213e-04	1.11619774e+00	6.01240680e-01	3.00306654e-01	3.00934026e-01
62.162          	-3.13470867e-04	1.11631087e+00	6.02696137e-01	3.01034598e-01	3.01661539e-01
62.164          	-3.13012238e-04	1.11644371e+00	6.04289076e-01	3.01831526e-01	3.02457550e-01
62.166          	-3.12234360e-04	1.11631785e+00	6.06010003e-01	3.02692767e-01	3.03317236e-01
62.168          	-3.11488150e-04	1.11641325e+00	6.07607930e-01	3.03492477e-01	3.04115453e-01
62.17           	-3.10754821e-04	1.11625571e+00	6.08997553e-01	3.04188022e-01	3.04809531e-01
62.172          	-3.09422624e-04	1.11654836e+00	6.10439302e-01	3.04910228e-01	3.05529074e-01
62.174          	-3.07768912e-04	1.11687558e+00	6.12099024e-01	3.05741743e-01	3.06357281e-01
62.176          	-3.05641599e-04	1.11767086e+00	6.13532216e-01	3.06460466e-01	3.07071750e-01
62.178          	-3.03746360e-04	1.11862621e+00	6.14939101e-01	3.07165804e-01	3.07773297e-01
62.18           	-3.01865134e-04	1.11902361e+00	6.15724836e-01	3.07560553e-01	3.08164283e-01
62.182          	-3.00378051e-04	1.11920024e+00	6.16772819e-01	3.08086032e-01	3.08686788e-01
62.184          	-2.98952701e-04	1.11973765e+00	6.18089205e-01	3.08745650e-01	3.09343555e-01
62.186          	-2.97514981e-04	1.11996694e+00	6.19734114e-01	3.09569542e-01	3.10164572e-01
62.188          	-2.96329140e-04	1.12054485e+00	6.21206982e-01	3.10307162e-01	3.10899820e-01
62.19           	-2.95140247e-04	1.12083321e+00	6.22690785e-01	3.11050252e-01	3.11640533e-01
62.192          	-2.94431869e-04	1.12139568e+00	6.24348607e-01	3.11879872e-01	3.12468735e-01
62.194          	-2.94164522e-04	1.12193608e+00	6.26531269e-01	3.12971470e-01	3.13559799e-01
62.196          	-2.94166344e-04	1.12245968e+00	6.28474460e-01	3.13943064e-01	3.14531397e-01
62.198          	-2.94220291e-04	1.12248930e+00	6.30038199e-01	3.14724879e-01	3.15313320e-01
62.2            	-2.93801329e-04	1.12292341e+00	6.31967530e-01	3.15689964e-01	3.16277566e-01
62.202          	-2.93121246e-04	1.12292456e+00	6.33710831e-01	3.16562294e-01	3.17148537e-01
62.204          	-2.92414263e-04	1.12315377e+00	6.35610330e-01	3.17512750e-01	3.18097579e-01
62.206          	-2.91498295e-04	1.12383658e+00	6.37190857e-01	3.18303930e-01	3.18886927e-01
62.208          	-2.90618725e-04	1.12436910e+00	6.38640007e-01	3.19029385e-01	3.19610622e-01
62.21           	-2.89854510e-04	1.12462671e+00	6.40329135e-01	3.19874713e-01	3.20454422e-01
62.212          	-2.88775705e-04	1.12540816e+00	6.42492475e-01	3.20957462e-01	3.21535013e-01
62.214          	-2.87295658e-04	1.12535131e+00	6.43843558e-01	3.21634483e-01	3.22209075e-01
62.216          	-2.85894030e-04	1.12592448e+00	6.45500771e-01	3.22464492e-01	3.23036280e-01
62.218          	-2.84684178e-04	1.12570658e+00	6.47042722e-01	3.23236677e-01	3.23806045e-01
62.22           	-2.83679319e-04	1.12636018e+00	6.48617065e-01	3.24024853e-01	3.24592212e-01
62.222          	-2.83092567e-04	1.12705858e+00	6.49666648e-01	3.24550231e-01	3.25116416e-01
62.224          	-2.83023504e-04	1.12848439e+00	6.50733510e-01	3.25083731e-01	3.25649778e-01
62.226          	-2.82954764e-04	1.12934234e+00	6.51837323e-01	3.25635707e-01	3.26201616e-01
62.228          	-2.82329625e-04	1.12975939e+00	6.52707327e-01	3.26071334e-01	3.26635993e-01
62.23           	-2.81694514e-04	1.13067725e+00	6.53735585e-01	3.26586098e-01	3.27149487e-01
62.232          	-2.80901328e-04	1.13141189e+00	6.55047681e-01	3.27242939e-01	3.27804742e-01
62.234          	-2.79992926e-04	1.13204172e+00	6.55810833e-01	3.27625424e-01	3.28185410e-01
62.236          	-2.78838306e-04	1.13267232e+00	6.56947842e-01	3.28195083e-01	3.28752759e-01
62.238          	-2.77605478e-04	1.13266645e+00	6.57875253e-01	3.28660021e-01	3.29215232e-01
62.24           	-2.76508351e-04	1.13344861e+00	6.58946591e-01	3.29196787e-01	3.29749804e-01
62.242          	-2.75522063e-04	1.13468691e+00	6.60216952e-01	3.29832954e-01	3.30383998e-01
62.244          	-2.74329375e-04	1.13512484e+00	6.61150379e-01	3.30300860e-01	3.30849519e-01
62.246          	-2.73182422e-04	1.13600880e+00	6.62243965e-01	3.30848800e-01	3.31395165e-01
62.248          	-2.71905921e-04	1.13673717e+00	6.63702567e-01	3.31579378e-01	3.32123189e-01
62.25           	-2.70475952e-04	1.13701405e+00	6.64416888e-01	3.31937968e-01	3.32478920e-01
62.252          	-2.68794992e-04	1.13767122e+00	6.65817963e-01	3.32640187e-01	3.33177777e-01
62.254          	-2.66752494e-04	1.13861174e+00	6.67694134e-01	3.33580315e-01	3.34113820e-01
62.256          	-2.64463446e-04	1.13912690e+00	6.68978851e-01	3.34224962e-01	3.34753889e-01
62.258          	-2.62413853e-04	1.13941743e+00	6.70470474e-01	3.34972823e-01	3.35497651e-01
62.26           	-2.60324582e-04	1.13988328e+00	6.71756742e-01	3.35618047e-01	3.36138696e-01
62.262          	-2.58430975e-04	1.14075367e+00	6.73155667e-01	3.36319403e-01	3.36836264e-01
62.264          	-2.56803846e-04	1.14184937e+00	6.74854892e-01	3.37170642e-01	3.37684250e-01
62.266          	-2.55214372e-04	1.14175960e+00	6.76277140e-01	3.37883355e-01	3.38393784e-01
62.268          	-2.53497727e-04	1.14145469e+00	6.77869777e-01	3.38681391e-01	3.39188386e-01
62.27           	-2.51685929e-04	1.14163667e+00	6.80069690e-01	3.39783159e-01	3.40286531e-01
62.272          	-2.50025084e-04	1.14255539e+00	6.82158439e-01	3.40829194e-01	3.41329245e-01
62.274          	-2.49308015e-04	1.14332581e+00	6.83930404e-01	3.41715894e-01	3.42214510e-01
62.276          	-2.48671158e-04	1.14363932e+00	6.84959861e-01	3.42231259e-01	3.42728601e-01
62.278          	-2.48271793e-04	1.14464821e+00	6.86648296e-01	3.43075876e-01	3.43572420e-01
62.28           	-2.47789015e-04	1.14453540e+00	6.87975401e-01	3.43739912e-01	3.44235490e-01
62.282          	-2.47301177e-04	1.14528371e+00	6.89092389e-01	3.44298893e-01	3.44793495e-01
62.284          	-2.46896028e-04	1.14471481e+00	6.90325450e-01	3.44915829e-01	3.45409621e-01
62.286          	-2.46654644e-04	1.14416188e+00	6.91348068e-01	3.45427380e-01	3.45920689e-01
62.288          	-2.46026745e-04	1.14421966e+00	6.92810806e-01	3.46159376e-01	3.46651430e-01
62.29           	-2.45344499e-04	1.14519955e+00	6.94411490e-01	3.46960401e-01	3.47451090e-01
62.292          	-2.44575134e-04	1.14615271e+00	6.95763780e-01	3.47637315e-01	3.48126465e-01
62.294          	-2.43763647e-04	1.14738367e+00	6.96813495e-01	3.48162984e-01	3.48650511e-01
62.296          	-2.43069976e-04	1.14832766e+00	6.97718820e-01	3.48616340e-01	3.49102480e-01
62.298          	-2.42478043e-04	1.14896448e+00	6.98562286e-01	3.49038665e-01	3.49523621e-01
62.3            	-2.42112233e-04	1.14987795e+00	6.99767704e-01	3.49641740e-01	3.50125964e-01
62.302          	-2.42312491e-04	1.15081134e+00	7.00443844e-01	3.49979610e-01	3.50464235e-01
62.304          	-2.42493418e-04	1.15225184e+00	7.01322471e-01	3.50418742e-01	3.50903729e-01
62.306          	-2.42456370e-04	1.15317428e+00	7.01659373e-01	3.50587230e-01	3.51072143e-01
62.308          	-2.42142376e-04	1.15344434e+00	7.02260020e-01	3.50887868e-01	3.51372152e-01
62.31           	-2.41751729e-04	1.15443058e+00	7.03171572e-01	3.51344034e-01	3.51827538e-01
62.312          	-2.41218758e-04	1.15502989e+00	7.04731093e-01	3.52124328e-01	3.52606765e-01
62.314          	-2.40488208e-04	1.15548074e+00	7.05944867e-01	3.52731945e-01	3.53212921e-01
62.316          	-2.39819947e-04	1.15576020e+00	7.07141834e-01	3.53331097e-01	3.53810737e-01
62.318          	-2.39445374e-04	1.15593344e+00	7.08504009e-01	3.54012559e-01	3.54491450e-01
62.32           	-2.39189432e-04	1.15592665e+00	7.09660471e-01	3.54591046e-01	3.55069425e-01
62.322          	-2.38628980e-04	1.15564657e+00	7.11104176e-01	3.55313459e-01	3.55790717e-01
62.324          	-2.37986345e-04	1.15556669e+00	7.12259821e-01	3.55891924e-01	3.56367897e-01
62.326          	-2.37371772e-04	1.15583364e+00	7.13364284e-01	3.56444770e-01	3.56919514e-01
62.328          	-2.36863105e-04	1.15588237e+00	7.14408043e-01	3.56967158e-01	3.57440885e-01
62.33           	-2.36625969e-04	1.15573906e+00	7.15853007e-01	3.57689878e-01	3.58163130e-01
62.332          	-2.36422112e-04	1.15635014e+00	7.17386117e-01	3.58456637e-01	3.58929481e-01
62.334          	-2.36226042e-04	1.15649967e+00	7.18629054e-01	3.59078301e-01	3.59550753e-01
62.336          	-2.35872250e-04	1.15710135e+00	7.19776525e-01	3.59652390e-01	3.60124135e-01
62.338          	-2.35285969e-04	1.15754360e+00	7.21173218e-01	3.60351323e-01	3.60821895e-01
62.34           	-2.34590180e-04	1.15825535e+00	7.22337920e-01	3.60934370e-01	3.61403550e-01
62.342          	-2.33686880e-04	1.15886528e+00	7.23533855e-01	3.61533240e-01	3.62000614e-01
62.344          	-2.32324731e-04	1.15928976e+00	7.24765272e-01	3.62150311e-01	3.62614961e-01
62.346          	-2.30888330e-04	1.15950206e+00	7.26167617e-01	3.62852920e-01	3.63314697e-01
62.348          	-2.30353682e-04	1.15984411e+00	7.27706617e-01	3.63622955e-01	3.64083662e-01
62.35           	-2.30608966e-04	1.16017978e+00	7.28443561e-01	3.63991172e-01	3.64452390e-01
62.352          	-2.31119715e-04	1.15919805e+00	7.28581742e-01	3.64059751e-01	3.64521991e-01
62.354          	-2.31714777e-04	1.15845051e+00	7.29264209e-01	3.64400390e-01	3.64863819e-01
62.356          	-2.32331543e-04	1.15936285e+00	7.30863189e-01	3.65199263e-01	3.65663926e-01
62.358          	-2.32944492e-04	1.16023034e+00	7.32028132e-01	3.65781121e-01	3.66247010e-01
62.36           	-2.33612700e-04	1.16060103e+00	7.33431163e-01	3.66481969e-01	3.66949194e-01
62.362          	-2.34258254e-04	1.16111598e+00	7.34358665e-01	3.66945074e-01	3.67413591e-01
62.364          	-2.34428810e-04	1.16162906e+00	7.35156313e-01	3.67343728e-01	3.67812585e-01
62.366          	-2.34272880e-04	1.16318237e+00	7.36718044e-01	3.68124749e-01	3.68593295e-01
62.368          	-2.34015963e-04	1.16356169e+00	7.37788801e-01	3.68660384e-01	3.69128416e-01
62.37           	-2.33796016e-04	1.16407370e+00	7.38582269e-01	3.69057339e-01	3.69524931e-01
62.372          	-2.33226737e-04	1.16448827e+00	7.39404968e-01	3.69469257e-01	3.69935711e-01
62.374          	-2.32680407e-04	1.16492377e+00	7.40275715e-01	3.69905177e-01	3.70370538e-01
62.376          	-2.32504764e-04	1.16546804e+00	7.41521356e-01	3.70528173e-01	3.70993183e-01
62.378          	-2.32522796e-04	1.16598211e+00	7.42914293e-01	3.71224624e-01	3.71689669e-01
62.38           	-2.32607172e-04	1.16559156e+00	7.44171697e-01	3.71853241e-01	3.72318456e-01
62.382          	-2.32465247e-04	1.16613226e+00	7.45124822e-01	3.72329946e-01	3.72794876e-01
62.384          	-2.32163722e-04	1.16655704e+00	7.45981732e-01	3.72758702e-01	3.73223030e-01
62.386          	-2.31856439e-04	1.16690672e+00	7.46974152e-01	3.73255220e-01	3.73718933e-01
62.388          	-2.31425343e-04	1.16761897e+00	7.48194333e-01	3.73865741e-01	3.74328592e-01
62.39           	-2.31229732e-04	1.16867851e+00	7.49343410e-01	3.74440475e-01	3.74902935e-01
62.392          	-2.30786828e-04	1.16925814e+00	7.50307588e-01	3.74923007e-01	3.75384581e-01
62.394          	-2.30065820e-04	1.17005443e+00	7.51371320e-01	3.75455594e-01	3.75915726e-01
62.396          	-2.29052007e-04	1.17075192e+00	7.52290058e-01	3.75915977e-01	3.76374081e-01
62.398          	-2.27721280e-04	1.17152111e+00	7.52977994e-01	3.76261276e-01	3.76716718e-01
62.4            	-2.26059339e-04	1.17271835e+00	7.54150384e-01	3.76849133e-01	3.77301252e-01
62.402          	-2.24446036e-04	1.17335406e+00	7.55302267e-01	3.77426687e-01	3.77875579e-01
62.404          	-2.22964343e-04	1.17371983e+00	7.56237413e-01	3.77895742e-01	3.78341671e-01
62.406          	-2.21649223e-04	1.17422520e+00	7.57007530e-01	3.78282116e-01	3.78725414e-01
62.408          	-2.20113535e-04	1.17464663e+00	7.58010428e-01	3.78785101e-01	3.79225328e-01
62.41           	-2.18804325e-04	1.17502763e+00	7.58923780e-01	3.79243086e-01	3.79680694e-01
62.412          	-2.17938747e-04	1.17531161e+00	7.59867231e-01	3.79715677e-01	3.80151554e-01
62.414          	-2.17132383e-04	1.17639160e+00	7.61277127e-01	3.80421431e-01	3.80855696e-01
62.416          	-2.17067773e-04	1.17730890e+00	7.62260382e-01	3.80913123e-01	3.81347259e-01
62.418          	-2.17115084e-04	1.17781698e+00	7.62888175e-01	3.81226973e-01	3.81661203e-01
62.42           	-2.17302390e-04	1.17856091e+00	7.63361456e-01	3.81463425e-01	3.81898030e-01
62.422          	-2.17206046e-04	1.17903792e+00	7.64010098e-01	3.81787843e-01	3.82222255e-01
62.424          	-2.16933561e-04	1.17967794e+00	7.64967739e-01	3.82266936e-01	3.82700803e-01
62.426          	-2.16874372e-04	1.18026123e+00	7.65710227e-01	3.82638239e-01	3.83071988e-01
62.428          	-2.17050812e-04	1.18114657e+00	7.66657538e-01	3.83111718e-01	3.83545820e-01
62.43           	-2.16931612e-04	1.18141323e+00	7.67653428e-01	3.83609782e-01	3.84043646e-01
62.432          	-2.16732731e-04	1.18155942e+00	7.68892549e-01	3.84229542e-01	3.84663007e-01
62.434          	-2.16541861e-04	1.18194284e+00	7.69273780e-01	3.84420348e-01	3.84853432e-01
62.436          	-2.16265487e-04	1.18234585e+00	7.70202681e-01	3.84885075e-01	3.85317606e-01
62.438          	-2.15769253e-04	1.18267438e+00	7.70961209e-01	3.85264835e-01	3.85696374e-01
62.44           	-2.15058723e-04	1.18314739e+00	7.71999018e-01	3.85784450e-01	3.86214568e-01
62.442          	-2.14266364e-04	1.18357838e+00	7.73075677e-01	3.86323572e-01	3.86752105e-01
62.444          	-2.13314499e-04	1.18440108e+00	7.74310345e-01	3.86941858e-01	3.87368487e-01
62.446          	-2.12594969e-04	1.18489289e+00	7.74998595e-01	3.87286703e-01	3.87711893e-01
62.448          	-2.11957160e-04	1.18550434e+00	7.75898339e-01	3.87737212e-01	3.88161127e-01
62.45           	-2.11182328e-04	1.18611150e+00	7.76816617e-01	3.88197126e-01	3.88619491e-01
62.452          	-2.10331191e-04	1.18647114e+00	7.77656733e-01	3.88618035e-01	3.89038698e-01
62.454          	-2.09478627e-04	1.18696489e+00	7.78646286e-01	3.89113664e-01	3.89532621e-01
62.456          	-2.09219040e-04	1.18755076e+00	7.79461529e-01	3.89521546e-01	3.89939984e-01
62.458          	-2.09211033e-04	1.18808933e+00	7.80241950e-01	3.89911764e-01	3.90330186e-01
62.46           	-2.09864892e-04	1.18838499e+00	7.81283025e-01	3.90431648e-01	3.90851377e-01
62.462          	-2.10354729e-04	1.18907112e+00	7.82477572e-01	3.91028431e-01	3.91449141e-01
62.464          	-2.10769914e-04	1.18967231e+00	7.83004575e-01	3.91291518e-01	3.91713057e-01
62.466          	-2.11020088e-04	1.18991224e+00	7.83652348e-01	3.91615154e-01	3.92037194e-01
62.468          	-2.12247787e-04	1.19023470e+00	7.84270395e-01	3.91922950e-01	3.92347445e-01
62.47           	-2.13582746e-04	1.19056882e+00	7.85109609e-01	3.92341222e-01	3.92768387e-01
62.472          	-2.14734334e-04	1.19142644e+00	7.85821876e-01	3.92696204e-01	3.93125672e-01
62.474          	-2.15631541e-04	1.19204329e+00	7.86495629e-01	3.93032183e-01	3.93463446e-01
62.476          	-2.16668270e-04	1.19260064e+00	7.86973755e-01	3.93270209e-01	3.93703546e-01
62.478          	-2.17564803e-04	1.19309780e+00	7.87564173e-01	3.93564522e-01	3.93999651e-01
62.48           	-2.17240033e-04	1.19363374e+00	7.88152167e-01	3.93858844e-01	3.94293324e-01
62.482          	-2.16373264e-04	1.19449872e+00	7.89127857e-01	3.94347555e-01	3.94780302e-01
62.484          	-2.15124102e-04	1.19493249e+00	7.89915586e-01	3.94742669e-01	3.95172917e-01
62.486          	-2.14748722e-04	1.19579457e+00	7.90883707e-01	3.95227105e-01	3.95656602e-01
62.488          	-2.15373289e-04	1.19594612e+00	7.91401540e-01	3.95485397e-01	3.95916143e-01
62.49           	-2.15585306e-04	1.19636210e+00	7.92075148e-01	3.95821989e-01	3.96253159e-01
62.492          	-2.15222573e-04	1.19749547e+00	7.92842685e-01	3.96206120e-01	3.96636565e-01
62.494          	-2.14034479e-04	1.19818016e+00	7.93788763e-01	3.96680347e-01	3.97108416e-01
62.496          	-2.12449834e-04	1.19897783e+00	7.94582756e-01	3.97078928e-01	3.97503828e-01
62.498          	-2.11132235e-04	1.19956989e+00	7.95038999e-01	3.97308367e-01	3.97730632e-01
62.5            	-2.10463738e-04	1.20006386e+00	7.95402564e-01	3.97490818e-01	3.97911746e-01
62.502          	-2.10021406e-04	1.20052098e+00	7.95739119e-01	3.97659538e-01	3.98079581e-01
62.504          	-2.09797158e-04	1.20083014e+00	7.96188704e-01	3.97884555e-01	3.98304149e-01
62.506          	-2.09530223e-04	1.20136920e+00	7.96847893e-01	3.98214416e-01	3.98633477e-01
62.508          	-2.09517244e-04	1.20166104e+00	7.97318236e-01	3.98449601e-01	3.98868635e-01
62.51           	-2.09342707e-04	1.20198726e+00	7.97602187e-01	3.98591751e-01	3.99010436e-01
62.512          	-2.09032717e-04	1.20236572e+00	7.98151826e-01	3.98866880e-01	3.99284946e-01
62.514          	-2.08856196e-04	1.20280703e+00	7.98626322e-01	3.99104305e-01	3.99522017e-01
62.516          	-2.08905552e-04	1.20350110e+00	7.99201065e-01	3.99391627e-01	3.99809438e-01
62.518          	-2.09131028e-04	1.20412067e+00	7.99632204e-01	3.99606971e-01	4.00025233e-01
62.52           	-2.08977083e-04	1.20458619e+00	8.00477707e-01	4.00029876e-01	4.00447830e-01
62.522          	-2.08621807e-04	1.20521054e+00	8.01029639e-01	4.00306198e-01	4.00723442e-01
62.524          	-2.07999099e-04	1.20582450e+00	8.01957687e-01	4.00770844e-01	4.01186843e-01
62.526          	-2.07521330e-04	1.20617313e+00	8.02550533e-01	4.01067745e-01	4.01482788e-01
62.528          	-2.07370991e-04	1.20581742e+00	8.02546514e-01	4.01065886e-01	4.01480628e-01
62.53           	-2.06670342e-04	1.20642819e+00	8.02973650e-01	4.01280155e-01	4.01693495e-01
62.532          	-2.05836204e-04	1.20663707e+00	8.03420033e-01	4.01504180e-01	4.01915852e-01
62.534          	-2.06538291e-04	1.20666631e+00	8.04273430e-01	4.01930177e-01	4.02343253e-01
62.536          	-2.07646650e-04	1.20698505e+00	8.04697459e-01	4.02141083e-01	4.02556376e-01
62.538          	-2.08760858e-04	1.20728993e+00	8.05202519e-01	4.02392499e-01	4.02810021e-01
62.54           	-2.10522034e-04	1.20765439e+00	8.05842781e-01	4.02710869e-01	4.03131913e-01
