# Region type : faceZone OutSurface
# Faces  :    339
# Area   :    3.219671e+01
# Time        	areaAverage(surfaceInterpolate(p))
477           	3.979630e-03
477.2         	3.979630e-03
477.4         	3.979630e-03
477.6         	3.979630e-03
477.8         	3.979630e-03
478           	5.096294e-03
478.2         	5.096294e-03
478.4         	5.096294e-03
478.6         	5.096294e-03
478.8         	5.096294e-03
479           	6.342957e-03
479.2         	6.342957e-03
479.4         	6.342957e-03
479.6         	6.342957e-03
479.8         	6.342957e-03
480           	7.785435e-03
480.2         	7.785435e-03
480.4         	7.785435e-03
480.6         	7.785435e-03
480.8         	7.785435e-03
481           	9.537172e-03
481.2         	9.537172e-03
481.4         	9.537172e-03
481.6         	9.537172e-03
481.8         	9.537172e-03
482           	1.182716e-02
482.2         	1.182716e-02
482.4         	1.182716e-02
482.6         	1.182716e-02
482.8         	1.182716e-02
483           	1.520650e-02
483.2         	1.520650e-02
483.4         	1.520650e-02
483.6         	1.520650e-02
483.8         	1.520650e-02
484           	2.135321e-02
484.2         	2.135321e-02
484.4         	2.135321e-02
484.6         	2.135321e-02
484.8         	2.135321e-02
485           	3.896285e-02
485.2         	3.896285e-02
485.4         	3.896285e-02
485.6         	3.896285e-02
485.8         	3.896285e-02
