# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(p))
0             	0.000000e+00
0.2           	0.000000e+00
0.4           	0.000000e+00
0.6           	0.000000e+00
0.8           	0.000000e+00
1             	4.592951e-01
1.2           	4.592951e-01
1.4           	4.592951e-01
1.6           	4.592951e-01
1.8           	4.592951e-01
2             	3.676945e-01
2.2           	3.676945e-01
2.4           	3.676945e-01
2.6           	3.676945e-01
2.8           	3.676945e-01
3             	3.125404e-01
3.2           	3.125404e-01
3.4           	3.125404e-01
3.6           	3.125404e-01
3.8           	3.125404e-01
4             	2.783752e-01
4.2           	2.783752e-01
4.4           	2.783752e-01
4.6           	2.783752e-01
4.8           	2.783752e-01
5             	2.567063e-01
5.2           	2.567063e-01
5.4           	2.567063e-01
5.6           	2.567063e-01
5.8           	2.567063e-01
6             	2.425309e-01
6.2           	2.425309e-01
6.4           	2.425309e-01
6.6           	2.425309e-01
6.8           	2.425309e-01
7             	2.332005e-01
7.2           	2.332005e-01
7.4           	2.332005e-01
7.6           	2.332005e-01
7.8           	2.332005e-01
8             	2.270626e-01
8.2           	2.270626e-01
8.4           	2.270626e-01
8.6           	2.270626e-01
8.8           	2.270626e-01
9             	2.228775e-01
9.2           	2.228775e-01
9.4           	2.228775e-01
9.6           	2.228775e-01
9.8           	2.228775e-01
10            	2.198853e-01
10.2          	2.198853e-01
10.4          	2.198853e-01
10.6          	2.198853e-01
10.8          	2.198853e-01
11            	2.177742e-01
11.2          	2.177742e-01
11.4          	2.177742e-01
11.6          	2.177742e-01
11.8          	2.177742e-01
12            	2.162126e-01
12.2          	2.162126e-01
12.4          	2.162126e-01
12.6          	2.162126e-01
12.8          	2.162126e-01
13            	2.149550e-01
13.2          	2.149550e-01
13.4          	2.149550e-01
13.6          	2.149550e-01
13.8          	2.149550e-01
14            	2.140014e-01
14.2          	2.140014e-01
14.4          	2.140014e-01
14.6          	2.140014e-01
14.8          	2.140014e-01
15            	2.132938e-01
15.2          	2.132938e-01
15.4          	2.132938e-01
15.6          	2.132938e-01
15.8          	2.132938e-01
16            	2.126870e-01
16.2          	2.126870e-01
16.4          	2.126870e-01
16.6          	2.126870e-01
16.8          	2.126870e-01
17            	2.122547e-01
17.2          	2.122547e-01
17.4          	2.122547e-01
17.6          	2.122547e-01
17.8          	2.122547e-01
18            	2.119913e-01
18.2          	2.119913e-01
18.4          	2.119913e-01
18.6          	2.119913e-01
18.8          	2.119913e-01
19            	2.117557e-01
19.2          	2.117557e-01
19.4          	2.117557e-01
19.6          	2.117557e-01
19.8          	2.117557e-01
20            	2.116446e-01
20.2          	2.116446e-01
20.4          	2.116446e-01
20.6          	2.116446e-01
20.8          	2.116446e-01
21            	2.115752e-01
21.2          	2.115752e-01
21.4          	2.115752e-01
21.6          	2.115752e-01
21.8          	2.115752e-01
22            	2.115988e-01
22.2          	2.115988e-01
22.4          	2.115988e-01
22.6          	2.115988e-01
22.8          	2.115988e-01
23            	2.116983e-01
23.2          	2.116983e-01
23.4          	2.116983e-01
23.6          	2.116983e-01
23.8          	2.116983e-01
24            	2.117322e-01
24.2          	2.117322e-01
24.4          	2.117322e-01
24.6          	2.117322e-01
24.8          	2.117322e-01
25            	2.118610e-01
25.2          	2.118610e-01
25.4          	2.118610e-01
25.6          	2.118610e-01
25.8          	2.118610e-01
26            	2.119806e-01
26.2          	2.119806e-01
26.4          	2.119806e-01
26.6          	2.119806e-01
26.8          	2.119806e-01
27            	2.121248e-01
27.2          	2.121248e-01
27.4          	2.121248e-01
27.6          	2.121248e-01
27.8          	2.121248e-01
28            	2.122618e-01
28.2          	2.122618e-01
28.4          	2.122618e-01
