# Region type : faceZone InSurface
# Faces  :    590
# Area   :    6.238624e+01
# Time        	areaAverage(surfaceInterpolate(mag(U)))
72.8          	8.086771e-01
73            	8.084941e-01
73.2          	8.084941e-01
73.4          	8.084941e-01
73.6          	8.084941e-01
73.8          	8.084941e-01
74            	8.083139e-01
74.2          	8.083139e-01
74.4          	8.083139e-01
74.6          	8.083139e-01
74.8          	8.083139e-01
75            	8.081227e-01
75.2          	8.081227e-01
75.4          	8.081227e-01
75.6          	8.081227e-01
75.8          	8.081227e-01
76            	8.079405e-01
76.2          	8.079405e-01
76.4          	8.079405e-01
76.6          	8.079405e-01
76.8          	8.079405e-01
77            	8.077790e-01
77.2          	8.077790e-01
77.4          	8.077790e-01
77.6          	8.077790e-01
77.8          	8.077790e-01
78            	8.076279e-01
78.2          	8.076279e-01
78.4          	8.076279e-01
78.6          	8.076279e-01
78.8          	8.076279e-01
79            	8.074759e-01
79.2          	8.074759e-01
79.4          	8.074759e-01
79.6          	8.074759e-01
79.8          	8.074759e-01
80            	8.073249e-01
80.2          	8.073249e-01
80.4          	8.073249e-01
80.6          	8.073249e-01
80.8          	8.073249e-01
81            	8.071780e-01
81.2          	8.071780e-01
81.4          	8.071780e-01
81.6          	8.071780e-01
81.8          	8.071780e-01
82            	8.070386e-01
82.2          	8.070386e-01
82.4          	8.070386e-01
82.6          	8.070386e-01
82.8          	8.070386e-01
83            	8.069073e-01
83.2          	8.069073e-01
83.4          	8.069073e-01
83.6          	8.069073e-01
83.8          	8.069073e-01
84            	8.067834e-01
84.2          	8.067834e-01
84.4          	8.067834e-01
84.6          	8.067834e-01
84.8          	8.067834e-01
85            	8.066273e-01
85.2          	8.066273e-01
85.4          	8.066273e-01
85.6          	8.066273e-01
85.8          	8.066273e-01
86            	8.065132e-01
86.2          	8.065132e-01
86.4          	8.065132e-01
86.6          	8.065132e-01
86.8          	8.065132e-01
87            	8.063844e-01
87.2          	8.063844e-01
87.4          	8.063844e-01
87.6          	8.063844e-01
87.8          	8.063844e-01
88            	8.062500e-01
88.2          	8.062500e-01
88.4          	8.062500e-01
88.6          	8.062500e-01
88.8          	8.062500e-01
89            	8.061335e-01
89.2          	8.061335e-01
89.4          	8.061335e-01
89.6          	8.061335e-01
89.8          	8.061335e-01
90            	8.060234e-01
90.2          	8.060234e-01
90.4          	8.060234e-01
90.6          	8.060234e-01
90.8          	8.060234e-01
91            	8.059009e-01
91.2          	8.059009e-01
91.4          	8.059009e-01
91.6          	8.059009e-01
91.8          	8.059009e-01
92            	8.058201e-01
92.2          	8.058201e-01
92.4          	8.058201e-01
92.6          	8.058201e-01
92.8          	8.058201e-01
93            	8.057429e-01
93.2          	8.057429e-01
93.4          	8.057429e-01
93.6          	8.057429e-01
93.8          	8.057429e-01
94            	8.055447e-01
94.2          	8.055447e-01
94.4          	8.055447e-01
94.6          	8.055447e-01
94.8          	8.055447e-01
95            	8.054059e-01
95.2          	8.054059e-01
95.4          	8.054059e-01
95.6          	8.054059e-01
95.8          	8.054059e-01
96            	8.054625e-01
96.2          	8.054625e-01
96.4          	8.054625e-01
96.6          	8.054625e-01
96.8          	8.054625e-01
97            	8.052334e-01
97.2          	8.052334e-01
97.4          	8.052334e-01
97.6          	8.052334e-01
97.8          	8.052334e-01
98            	8.045053e-01
98.2          	8.045053e-01
98.4          	8.045053e-01
98.6          	8.045053e-01
98.8          	8.045053e-01
99            	8.039046e-01
99.2          	8.039046e-01
99.4          	8.039046e-01
99.6          	8.039046e-01
99.8          	8.039046e-01
100           	8.035164e-01
100.2         	8.035164e-01
100.4         	8.035164e-01
100.6         	8.035164e-01
100.8         	8.035164e-01
101           	8.031830e-01
101.2         	8.031830e-01
101.4         	8.031830e-01
101.6         	8.031830e-01
101.8         	8.031830e-01
102           	8.028866e-01
102.2         	8.028866e-01
102.4         	8.028866e-01
102.6         	8.028866e-01
102.8         	8.028866e-01
103           	8.026374e-01
103.2         	8.026374e-01
103.4         	8.026374e-01
103.6         	8.026374e-01
103.8         	8.026374e-01
104           	8.024367e-01
104.2         	8.024367e-01
104.4         	8.024367e-01
104.6         	8.024367e-01
104.8         	8.024367e-01
105           	8.022721e-01
105.2         	8.022721e-01
105.4         	8.022721e-01
105.6         	8.022721e-01
105.8         	8.022721e-01
106           	8.021329e-01
106.2         	8.021329e-01
106.4         	8.021329e-01
106.6         	8.021329e-01
106.8         	8.021329e-01
107           	8.020140e-01
107.2         	8.020140e-01
107.4         	8.020140e-01
107.6         	8.020140e-01
107.8         	8.020140e-01
108           	8.019123e-01
108.2         	8.019123e-01
108.4         	8.019123e-01
108.6         	8.019123e-01
108.8         	8.019123e-01
109           	8.018248e-01
109.2         	8.018248e-01
109.4         	8.018248e-01
109.6         	8.018248e-01
109.8         	8.018248e-01
110           	8.017491e-01
110.2         	8.017491e-01
110.4         	8.017491e-01
110.6         	8.017491e-01
110.8         	8.017491e-01
111           	8.016831e-01
111.2         	8.016831e-01
111.4         	8.016831e-01
111.6         	8.016831e-01
111.8         	8.016831e-01
112           	8.016254e-01
112.2         	8.016254e-01
112.4         	8.016254e-01
112.6         	8.016254e-01
112.8         	8.016254e-01
113           	8.015746e-01
113.2         	8.015746e-01
113.4         	8.015746e-01
113.6         	8.015746e-01
113.8         	8.015746e-01
114           	8.015290e-01
114.2         	8.015290e-01
114.4         	8.015290e-01
114.6         	8.015290e-01
114.8         	8.015290e-01
115           	8.014882e-01
115.2         	8.014882e-01
115.4         	8.014882e-01
115.6         	8.014882e-01
115.8         	8.014882e-01
116           	8.014508e-01
116.2         	8.014508e-01
116.4         	8.014508e-01
116.6         	8.014508e-01
116.8         	8.014508e-01
117           	8.014159e-01
117.2         	8.014159e-01
117.4         	8.014159e-01
117.6         	8.014159e-01
117.8         	8.014159e-01
118           	8.013840e-01
118.2         	8.013840e-01
118.4         	8.013840e-01
118.6         	8.013840e-01
118.8         	8.013840e-01
119           	8.013545e-01
119.2         	8.013545e-01
119.4         	8.013545e-01
119.6         	8.013545e-01
119.8         	8.013545e-01
120           	8.013267e-01
120.2         	8.013267e-01
120.4         	8.013267e-01
120.6         	8.013267e-01
120.8         	8.013267e-01
121           	8.013005e-01
121.2         	8.013005e-01
121.4         	8.013005e-01
121.6         	8.013005e-01
121.8         	8.013005e-01
122           	8.012758e-01
122.2         	8.012758e-01
122.4         	8.012758e-01
122.6         	8.012758e-01
122.8         	8.012758e-01
123           	8.012522e-01
123.2         	8.012522e-01
123.4         	8.012522e-01
123.6         	8.012522e-01
123.8         	8.012522e-01
124           	8.012296e-01
124.2         	8.012296e-01
124.4         	8.012296e-01
124.6         	8.012296e-01
124.8         	8.012296e-01
125           	8.012076e-01
125.2         	8.012076e-01
125.4         	8.012076e-01
125.6         	8.012076e-01
125.8         	8.012076e-01
126           	8.012748e-01
126.2         	8.012748e-01
126.4         	8.012748e-01
126.6         	8.012748e-01
126.8         	8.012748e-01
127           	8.017131e-01
127.2         	8.017131e-01
127.4         	8.017131e-01
127.6         	8.017131e-01
127.8         	8.017131e-01
128           	8.017550e-01
128.2         	8.017550e-01
128.4         	8.017550e-01
128.6         	8.017550e-01
128.8         	8.017550e-01
129           	8.016645e-01
129.2         	8.016645e-01
129.4         	8.016645e-01
129.6         	8.016645e-01
129.8         	8.016645e-01
130           	8.015991e-01
130.2         	8.015991e-01
130.4         	8.015991e-01
130.6         	8.015991e-01
130.8         	8.015991e-01
131           	8.012550e-01
131.2         	8.012550e-01
131.4         	8.012550e-01
131.6         	8.012550e-01
131.8         	8.012550e-01
132           	8.009980e-01
132.2         	8.009980e-01
132.4         	8.009980e-01
132.6         	8.009980e-01
132.8         	8.009980e-01
133           	8.010378e-01
133.2         	8.010378e-01
133.4         	8.010378e-01
133.6         	8.010378e-01
133.8         	8.010378e-01
134           	8.007096e-01
134.2         	8.007096e-01
134.4         	8.007096e-01
134.6         	8.007096e-01
134.8         	8.007096e-01
135           	8.006763e-01
135.2         	8.006763e-01
135.4         	8.006763e-01
135.6         	8.006763e-01
135.8         	8.006763e-01
136           	8.004795e-01
136.2         	8.004795e-01
136.4         	8.004795e-01
136.6         	8.004795e-01
136.8         	8.004795e-01
137           	7.998583e-01
137.2         	7.998583e-01
137.4         	7.998583e-01
137.6         	7.998583e-01
137.8         	7.998583e-01
138           	7.995709e-01
138.2         	7.995709e-01
138.4         	7.995709e-01
138.6         	7.995709e-01
138.8         	7.995709e-01
139           	7.994547e-01
139.2         	7.994547e-01
139.4         	7.994547e-01
139.6         	7.994547e-01
139.8         	7.994547e-01
140           	7.990007e-01
140.2         	7.990007e-01
140.4         	7.990007e-01
140.6         	7.990007e-01
140.8         	7.990007e-01
141           	7.982107e-01
141.2         	7.982107e-01
141.4         	7.982107e-01
141.6         	7.982107e-01
141.8         	7.982107e-01
142           	7.977284e-01
142.2         	7.977284e-01
142.4         	7.977284e-01
142.6         	7.977284e-01
142.8         	7.977284e-01
143           	7.975045e-01
143.2         	7.975045e-01
143.4         	7.975045e-01
143.6         	7.975045e-01
143.8         	7.975045e-01
144           	7.971822e-01
144.2         	7.971822e-01
144.4         	7.971822e-01
144.6         	7.971822e-01
144.8         	7.971822e-01
145           	7.967727e-01
145.2         	7.967727e-01
145.4         	7.967727e-01
145.6         	7.967727e-01
145.8         	7.967727e-01
146           	7.964675e-01
146.2         	7.964675e-01
146.4         	7.964675e-01
146.6         	7.964675e-01
146.8         	7.964675e-01
147           	7.961916e-01
147.2         	7.961916e-01
147.4         	7.961916e-01
147.6         	7.961916e-01
147.8         	7.961916e-01
148           	7.959295e-01
148.2         	7.959295e-01
148.4         	7.959295e-01
148.6         	7.959295e-01
148.8         	7.959295e-01
149           	7.957122e-01
149.2         	7.957122e-01
149.4         	7.957122e-01
149.6         	7.957122e-01
149.8         	7.957122e-01
150           	7.955216e-01
150.2         	7.955216e-01
150.4         	7.955216e-01
150.6         	7.955216e-01
150.8         	7.955216e-01
151           	7.953555e-01
151.2         	7.953555e-01
151.4         	7.953555e-01
151.6         	7.953555e-01
151.8         	7.953555e-01
152           	7.952175e-01
152.2         	7.952175e-01
152.4         	7.952175e-01
152.6         	7.952175e-01
152.8         	7.952175e-01
153           	7.951025e-01
153.2         	7.951025e-01
153.4         	7.951025e-01
153.6         	7.951025e-01
153.8         	7.951025e-01
154           	7.950090e-01
154.2         	7.950090e-01
154.4         	7.950090e-01
154.6         	7.950090e-01
154.8         	7.950090e-01
155           	7.949328e-01
155.2         	7.949328e-01
155.4         	7.949328e-01
155.6         	7.949328e-01
155.8         	7.949328e-01
156           	7.948704e-01
156.2         	7.948704e-01
156.4         	7.948704e-01
156.6         	7.948704e-01
156.8         	7.948704e-01
157           	7.948206e-01
157.2         	7.948206e-01
157.4         	7.948206e-01
157.6         	7.948206e-01
157.8         	7.948206e-01
158           	7.947799e-01
158.2         	7.947799e-01
158.4         	7.947799e-01
158.6         	7.947799e-01
158.8         	7.947799e-01
159           	7.947468e-01
159.2         	7.947468e-01
159.4         	7.947468e-01
159.6         	7.947468e-01
159.8         	7.947468e-01
160           	7.947215e-01
160.2         	7.947215e-01
160.4         	7.947215e-01
160.6         	7.947215e-01
160.8         	7.947215e-01
161           	7.947024e-01
161.2         	7.947024e-01
161.4         	7.947024e-01
161.6         	7.947024e-01
161.8         	7.947024e-01
162           	7.946878e-01
162.2         	7.946878e-01
162.4         	7.946878e-01
162.6         	7.946878e-01
162.8         	7.946878e-01
163           	7.946772e-01
163.2         	7.946772e-01
163.4         	7.946772e-01
163.6         	7.946772e-01
163.8         	7.946772e-01
164           	7.946703e-01
164.2         	7.946703e-01
164.4         	7.946703e-01
164.6         	7.946703e-01
164.8         	7.946703e-01
165           	7.946665e-01
165.2         	7.946665e-01
165.4         	7.946665e-01
165.6         	7.946665e-01
165.8         	7.946665e-01
166           	7.946652e-01
166.2         	7.946652e-01
166.4         	7.946652e-01
166.6         	7.946652e-01
166.8         	7.946652e-01
167           	7.946659e-01
167.2         	7.946659e-01
167.4         	7.946659e-01
167.6         	7.946659e-01
167.8         	7.946659e-01
168           	7.946684e-01
168.2         	7.946684e-01
168.4         	7.946684e-01
168.6         	7.946684e-01
168.8         	7.946684e-01
169           	7.946723e-01
169.2         	7.946723e-01
169.4         	7.946723e-01
169.6         	7.946723e-01
169.8         	7.946723e-01
170           	7.946769e-01
170.2         	7.946769e-01
170.4         	7.946769e-01
170.6         	7.946769e-01
170.8         	7.946769e-01
171           	7.946817e-01
171.2         	7.946817e-01
171.4         	7.946817e-01
171.6         	7.946817e-01
171.8         	7.946817e-01
172           	7.946867e-01
172.2         	7.946867e-01
172.4         	7.946867e-01
172.6         	7.946867e-01
172.8         	7.946867e-01
173           	7.946923e-01
173.2         	7.946923e-01
173.4         	7.946923e-01
173.6         	7.946923e-01
173.8         	7.946923e-01
174           	7.946993e-01
174.2         	7.946993e-01
174.4         	7.946993e-01
174.6         	7.946993e-01
174.8         	7.946993e-01
175           	7.947080e-01
175.2         	7.947080e-01
175.4         	7.947080e-01
175.6         	7.947080e-01
175.8         	7.947080e-01
176           	7.947178e-01
176.2         	7.947178e-01
176.4         	7.947178e-01
176.6         	7.947178e-01
176.8         	7.947178e-01
177           	7.947276e-01
177.2         	7.947276e-01
177.4         	7.947276e-01
177.6         	7.947276e-01
177.8         	7.947276e-01
178           	7.947364e-01
178.2         	7.947364e-01
178.4         	7.947364e-01
178.6         	7.947364e-01
178.8         	7.947364e-01
179           	7.947440e-01
179.2         	7.947440e-01
179.4         	7.947440e-01
179.6         	7.947440e-01
179.8         	7.947440e-01
180           	7.947510e-01
180.2         	7.947510e-01
180.4         	7.947510e-01
180.6         	7.947510e-01
180.8         	7.947510e-01
181           	7.947583e-01
181.2         	7.947583e-01
181.4         	7.947583e-01
181.6         	7.947583e-01
181.8         	7.947583e-01
182           	7.947662e-01
182.2         	7.947662e-01
182.4         	7.947662e-01
182.6         	7.947662e-01
182.8         	7.947662e-01
183           	7.947742e-01
183.2         	7.947742e-01
183.4         	7.947742e-01
183.6         	7.947742e-01
183.8         	7.947742e-01
184           	7.947822e-01
184.2         	7.947822e-01
184.4         	7.947822e-01
184.6         	7.947822e-01
184.8         	7.947822e-01
185           	7.947899e-01
185.2         	7.947899e-01
185.4         	7.947899e-01
185.6         	7.947899e-01
185.8         	7.947899e-01
186           	7.947977e-01
186.2         	7.947977e-01
186.4         	7.947977e-01
186.6         	7.947977e-01
186.8         	7.947977e-01
187           	7.948054e-01
187.2         	7.948054e-01
187.4         	7.948054e-01
187.6         	7.948054e-01
187.8         	7.948054e-01
188           	7.948129e-01
188.2         	7.948129e-01
188.4         	7.948129e-01
188.6         	7.948129e-01
188.8         	7.948129e-01
189           	7.948202e-01
189.2         	7.948202e-01
189.4         	7.948202e-01
189.6         	7.948202e-01
189.8         	7.948202e-01
190           	7.948275e-01
190.2         	7.948275e-01
190.4         	7.948275e-01
190.6         	7.948275e-01
190.8         	7.948275e-01
191           	7.948347e-01
191.2         	7.948347e-01
191.4         	7.948347e-01
191.6         	7.948347e-01
191.8         	7.948347e-01
192           	7.948418e-01
192.2         	7.948418e-01
192.4         	7.948418e-01
192.6         	7.948418e-01
192.8         	7.948418e-01
193           	7.948487e-01
193.2         	7.948487e-01
193.4         	7.948487e-01
193.6         	7.948487e-01
193.8         	7.948487e-01
194           	7.948555e-01
194.2         	7.948555e-01
194.4         	7.948555e-01
194.6         	7.948555e-01
194.8         	7.948555e-01
195           	7.948621e-01
195.2         	7.948621e-01
195.4         	7.948621e-01
195.6         	7.948621e-01
195.8         	7.948621e-01
196           	7.948685e-01
196.2         	7.948685e-01
196.4         	7.948685e-01
196.6         	7.948685e-01
196.8         	7.948685e-01
197           	7.948747e-01
197.2         	7.948747e-01
197.4         	7.948747e-01
197.6         	7.948747e-01
197.8         	7.948747e-01
198           	7.948809e-01
198.2         	7.948809e-01
198.4         	7.948809e-01
198.6         	7.948809e-01
198.8         	7.948809e-01
199           	7.948869e-01
199.2         	7.948869e-01
199.4         	7.948869e-01
199.6         	7.948869e-01
199.8         	7.948869e-01
200           	7.948927e-01
200.2         	7.948927e-01
200.4         	7.948927e-01
200.6         	7.948927e-01
200.8         	7.948927e-01
201           	7.948983e-01
201.2         	7.948983e-01
201.4         	7.948983e-01
201.6         	7.948983e-01
201.8         	7.948983e-01
202           	7.949038e-01
202.2         	7.949038e-01
202.4         	7.949038e-01
202.6         	7.949038e-01
202.8         	7.949038e-01
203           	7.949092e-01
203.2         	7.949092e-01
203.4         	7.949092e-01
203.6         	7.949092e-01
203.8         	7.949092e-01
204           	7.949144e-01
204.2         	7.949144e-01
204.4         	7.949144e-01
204.6         	7.949144e-01
204.8         	7.949144e-01
205           	7.949195e-01
205.2         	7.949195e-01
205.4         	7.949195e-01
205.6         	7.949195e-01
205.8         	7.949195e-01
206           	7.949245e-01
206.2         	7.949245e-01
206.4         	7.949245e-01
206.6         	7.949245e-01
206.8         	7.949245e-01
207           	7.949293e-01
207.2         	7.949293e-01
207.4         	7.949293e-01
207.6         	7.949293e-01
207.8         	7.949293e-01
208           	7.949340e-01
208.2         	7.949340e-01
208.4         	7.949340e-01
208.6         	7.949340e-01
208.8         	7.949340e-01
209           	7.949386e-01
209.2         	7.949386e-01
209.4         	7.949386e-01
209.6         	7.949386e-01
209.8         	7.949386e-01
210           	7.949431e-01
210.2         	7.949431e-01
210.4         	7.949431e-01
210.6         	7.949431e-01
210.8         	7.949431e-01
211           	7.949475e-01
211.2         	7.949475e-01
211.4         	7.949475e-01
211.6         	7.949475e-01
211.8         	7.949475e-01
212           	7.949519e-01
212.2         	7.949519e-01
212.4         	7.949519e-01
212.6         	7.949519e-01
212.8         	7.949519e-01
213           	7.949561e-01
213.2         	7.949561e-01
213.4         	7.949561e-01
213.6         	7.949561e-01
213.8         	7.949561e-01
214           	7.949602e-01
214.2         	7.949602e-01
214.4         	7.949602e-01
214.6         	7.949602e-01
214.8         	7.949602e-01
215           	7.949642e-01
215.2         	7.949642e-01
215.4         	7.949642e-01
215.6         	7.949642e-01
215.8         	7.949642e-01
216           	7.949681e-01
216.2         	7.949681e-01
216.4         	7.949681e-01
216.6         	7.949681e-01
216.8         	7.949681e-01
217           	7.949720e-01
217.2         	7.949720e-01
217.4         	7.949720e-01
217.6         	7.949720e-01
217.8         	7.949720e-01
218           	7.949757e-01
218.2         	7.949757e-01
218.4         	7.949757e-01
218.6         	7.949757e-01
218.8         	7.949757e-01
219           	7.949793e-01
219.2         	7.949793e-01
219.4         	7.949793e-01
219.6         	7.949793e-01
219.8         	7.949793e-01
