# Region type : faceZone OutSurface
# Faces  :    339
# Area   :    3.219671e+01
# Time        	areaAverage(surfaceInterpolate(p))
291           	-1.312024e-01
291.2         	-1.312024e-01
291.4         	-1.312024e-01
291.6         	-1.312024e-01
291.8         	-1.312024e-01
292           	-1.311593e-01
292.2         	-1.311593e-01
292.4         	-1.311593e-01
292.6         	-1.311593e-01
292.8         	-1.311593e-01
293           	-1.310853e-01
293.2         	-1.310853e-01
293.4         	-1.310853e-01
293.6         	-1.310853e-01
293.8         	-1.310853e-01
294           	-1.309872e-01
294.2         	-1.309872e-01
294.4         	-1.309872e-01
294.6         	-1.309872e-01
294.8         	-1.309872e-01
295           	-1.308721e-01
295.2         	-1.308721e-01
295.4         	-1.308721e-01
295.6         	-1.308721e-01
295.8         	-1.308721e-01
296           	-1.307080e-01
296.2         	-1.307080e-01
296.4         	-1.307080e-01
296.6         	-1.307080e-01
296.8         	-1.307080e-01
297           	-1.305122e-01
297.2         	-1.305122e-01
297.4         	-1.305122e-01
297.6         	-1.305122e-01
297.8         	-1.305122e-01
298           	-1.302719e-01
298.2         	-1.302719e-01
298.4         	-1.302719e-01
298.6         	-1.302719e-01
298.8         	-1.302719e-01
299           	-1.299874e-01
299.2         	-1.299874e-01
299.4         	-1.299874e-01
299.6         	-1.299874e-01
299.8         	-1.299874e-01
300           	-1.296494e-01
